,nP_share,nV_share,Platform_rev
233,0.1655,0.12,1220.89814
234,0.1665,0.05,1130.3015999999998
235,0.163,0.05,1083.509
236,0.157,0.06,963.5232599999999
237,0.1665,0.105,1113.2472
238,0.1545,0.075,1023.675
239,0.1515,0.105,1141.0344
240,0.1535,0.09,995.9206
241,0.1655,0.065,999.17424
242,0.1515,0.1,1046.646
243,0.1555,0.09,1137.23434
244,0.152,0.07,1109.31458
245,0.15,0.08,1136.00736
246,0.166,0.06,1330.72008
247,0.153,0.07,1335.72426
248,0.1665,0.09,1336.8153599999998
249,0.153,0.09,1137.7654200000002
250,0.158,0.05,1100.6974
251,0.138,0.115,850.82724
252,0.144,0.105,987.564
253,0.1505,0.085,923.81238
254,0.1485,0.075,1004.688
255,0.1535,0.065,1164.6245600000002
256,0.1505,0.06,1100.1874400000002
257,0.15,0.05,981.6977999999999
258,0.1325,0.075,783.52254
259,0.155,0.065,953.5469400000001
260,0.152,0.125,1041.9886
261,0.147,0.09,1103.4698400000002
262,0.157,0.055,1260.5431199999998
263,0.1515,0.09,1133.5011600000003
264,0.1495,0.11,1098.9873400000001
265,0.1565,0.11,1056.7359999999999
266,0.156,0.08,1024.2588
267,0.16,0.075,1169.06878
268,0.141,0.055,934.1286
269,0.1385,0.095,807.8192999999999
270,0.152,0.075,846.18992
271,0.1385,0.075,786.2811200000001
272,0.1465,0.115,775.61392
273,0.1525,0.08,938.58606
274,0.158,0.075,845.3993600000001
275,0.153,0.055,796.55568
276,0.1505,0.05,908.55954
277,0.147,0.065,1010.8025999999999
278,0.146,0.09,881.20908
279,0.154,0.085,800.5936000000002
280,0.1555,0.08,733.82918
281,0.1505,0.085,724.8812199999999
282,0.148,0.115,689.2037599999999
283,0.1475,0.085,683.4339399999999
284,0.1505,0.1,806.3624
285,0.158,0.08,866.77376
286,0.146,0.085,696.2158
287,0.1445,0.07,816.7352000000001
288,0.1515,0.09,707.9834999999999
289,0.155,0.05,727.0349799999999
290,0.1505,0.09,613.10796
291,0.161,0.075,646.0771199999999
292,0.1485,0.075,717.3112799999999
293,0.146,0.095,822.7016000000001
294,0.1545,0.12,736.6783199999999
295,0.149,0.065,688.55374
296,0.1495,0.115,605.91252
297,0.161,0.105,551.6264
298,0.1435,0.08,578.61264
299,0.1515,0.085,707.0162399999999
300,0.1495,0.08,809.152
301,0.15,0.1,800.60256
302,0.1535,0.085,729.0656799999999
303,0.15,0.08,611.0999999999999
304,0.1535,0.075,523.3118
305,0.1625,0.085,554.7887
306,0.162,0.09,431.6748
307,0.1505,0.06,413.5588
308,0.135,0.085,468.01379999999995
309,0.145,0.09,592.5054
310,0.1415,0.1,647.71
311,0.1575,0.065,864.40176
312,0.1485,0.065,703.3861799999999
313,0.1515,0.105,687.06498
314,0.1645,0.065,777.2638999999999
315,0.1665,0.075,916.6622400000001
316,0.148,0.125,685.91054
317,0.1455,0.06,580.2192
318,0.144,0.09,687.3426
319,0.154,0.105,615.3041999999999
320,0.1665,0.06,802.6649399999999
321,0.1515,0.055,614.81556
322,0.1495,0.075,703.27124
323,0.1625,0.06,678.18588
324,0.145,0.07,583.0305599999999
325,0.155,0.085,629.6060399999999
326,0.155,0.105,638.1164399999999
327,0.154,0.1,733.0652
328,0.1515,0.135,635.5861199999999
329,0.1475,0.095,694.9667199999999
330,0.1575,0.095,624.6039599999999
331,0.1515,0.06,604.3456799999999
332,0.1465,0.045,505.54569999999995
333,0.146,0.075,591.3549599999999
334,0.1485,0.115,508.1613
335,0.1525,0.08,613.2615599999999
336,0.1485,0.055,596.55924
337,0.1465,0.075,483.5125
338,0.151,0.045,406.43384000000003
339,0.154,0.055,307.44689999999997
340,0.152,0.085,213.58772000000002
341,0.1475,0.075,98.33686
342,0.153,0.12,0.0
343,0.1475,0.08,101.97574
344,0.1465,0.12,191.36248
345,0.139,0.135,286.97946
346,0.1505,0.095,306.11567999999994
347,0.153,0.11,205.074
348,0.1495,0.16,98.64320000000001
349,0.148,0.135,203.91136
350,0.1585,0.14,324.37284
351,0.1545,0.16,415.88088000000005
352,0.15,0.09,415.45824
353,0.1475,0.115,399.36904
354,0.147,0.14,300.97656
355,0.172,0.16,232.89172
356,0.162,0.11,326.91941999999995
357,0.1615,0.14,216.4408
358,0.1595,0.11,107.54854
359,0.1545,0.13,0.0
360,0.1645,0.135,0.0
361,0.1545,0.13,0.0
362,0.157,0.145,109.16282000000001
363,0.178,0.205,117.46502000000001
364,0.1635,0.155,219.20472
365,0.154,0.145,316.50234
366,0.1685,0.16,458.91232
367,0.1615,0.17,556.8448
368,0.167,0.145,554.9177
369,0.1735,0.145,681.0553199999999
370,0.1595,0.15,630.4902
371,0.164,0.18,670.00128
372,0.1785,0.13,704.53836
373,0.161,0.13,743.9559399999999
374,0.182,0.095,969.1112
375,0.1795,0.105,1066.96188
376,0.1715,0.17,1159.0582
377,0.1645,0.135,1092.878
378,0.187,0.09,1250.0198
379,0.1685,0.095,992.36268
380,0.176,0.125,1044.61686
381,0.1705,0.095,1058.87754
382,0.1795,0.14,1224.2869999999998
383,0.18,0.12,1206.162
384,0.168,0.1,1031.3811
385,0.1785,0.12,1062.1529999999998
386,0.1825,0.065,970.6600000000001
387,0.1795,0.1,1068.1288200000001
388,0.174,0.115,1082.72322
389,0.182,0.075,992.67344
390,0.164,0.11,993.59118
391,0.1845,0.075,1288.7219999999998
392,0.181,0.12,1240.5428000000002
393,0.1695,0.115,1134.3762
394,0.1675,0.08,1012.7226599999999
395,0.168,0.075,1124.8986
396,0.183,0.085,1137.09312
397,0.1705,0.065,894.0539200000001
398,0.1625,0.095,969.54822
399,0.1655,0.09,1114.681
