pax,veh_id,WAIT_TIME,nREJECTS,TRAVEL_TIME,LOST_PATIENCE
95,456.0,476.0,0.0,604.0,False
96,60.0,109.0,0.0,864.0,False
97,424.0,261.0,0.0,328.0,False
98,204.0,142.0,0.0,810.0,False
99,168.0,56.0,0.0,584.0,False
100,468.0,39.0,0.0,329.0,False
101,444.0,624.0,0.0,1161.0,False
102,776.0,178.0,0.0,543.0,False
103,488.0,11.0,0.0,940.0,False
104,688.0,257.0,0.0,529.0,False
105,472.0,524.0,0.0,674.0,False
106,Unfulfilled,195.0,0.0,0.0,True
107,320.0,248.0,0.0,511.0,False
108,348.0,211.0,0.0,356.0,False
109,Unfulfilled,195.0,0.0,0.0,True
110,Unfulfilled,195.0,0.0,0.0,True
111,188.0,1266.0,0.0,671.0,False
112,Unfulfilled,195.0,0.0,0.0,True
113,761.0,86.0,1.0,428.0,False
114,Unfulfilled,195.0,0.0,0.0,True
115,356.0,227.0,0.0,381.0,False
116,620.0,437.0,0.0,629.0,False
117,Unfulfilled,195.0,0.0,0.0,True
118,688.0,267.0,0.0,433.0,False
119,Unfulfilled,195.0,0.0,0.0,True
120,712.0,217.0,0.0,378.0,False
121,Unfulfilled,195.0,0.0,0.0,True
122,566.0,151.0,1.0,404.0,False
123,764.0,166.0,0.0,1638.0,False
124,532.0,232.0,0.0,842.0,False
125,Unfulfilled,195.0,0.0,0.0,True
126,Unfulfilled,195.0,0.0,0.0,True
127,Unfulfilled,195.0,0.0,0.0,True
128,Unfulfilled,195.0,0.0,0.0,True
129,756.0,439.0,0.0,989.0,False
130,126.0,165.0,1.0,0.0,True
131,Unfulfilled,195.0,0.0,0.0,True
132,432.0,363.0,0.0,353.0,False
133,528.0,161.0,0.0,359.0,False
134,676.0,207.0,0.0,1087.0,False
135,676.0,255.0,0.0,522.0,False
136,284.0,82.0,0.0,451.0,False
137,328.0,232.0,0.0,1098.0,False
138,156.0,312.0,0.0,371.0,False
139,24.0,232.0,0.0,515.0,False
140,672.0,139.0,0.0,412.0,False
141,Unfulfilled,195.0,0.0,0.0,True
142,512.0,483.0,0.0,557.0,False
143,49.0,165.0,1.0,0.0,True
144,Unfulfilled,195.0,0.0,0.0,True
145,588.0,165.0,0.0,514.0,False
146,Unfulfilled,195.0,0.0,0.0,True
147,132.0,220.0,0.0,377.0,False
148,Unfulfilled,195.0,0.0,0.0,True
149,796.0,153.0,0.0,340.0,False
150,84.0,95.0,0.0,324.0,False
151,748.0,405.0,0.0,318.0,False
152,276.0,218.0,0.0,361.0,False
153,Unfulfilled,195.0,0.0,0.0,True
154,Unfulfilled,195.0,0.0,0.0,True
155,Unfulfilled,195.0,0.0,0.0,True
156,Unfulfilled,195.0,0.0,0.0,True
157,767.0,107.0,1.0,518.0,False
158,756.0,47.0,0.0,318.0,False
159,Unfulfilled,195.0,0.0,0.0,True
160,Unfulfilled,195.0,0.0,0.0,True
161,Unfulfilled,195.0,0.0,0.0,True
162,28.0,141.0,0.0,663.0,False
163,Unfulfilled,195.0,0.0,0.0,True
164,300.0,101.0,0.0,405.0,False
165,512.0,81.0,0.0,512.0,False
166,588.0,166.0,0.0,590.0,False
167,Unfulfilled,195.0,0.0,0.0,True
168,732.0,64.0,0.0,876.0,False
169,548.0,98.0,0.0,487.0,False
170,744.0,379.0,0.0,833.0,False
171,796.0,124.0,0.0,527.0,False
172,Unfulfilled,195.0,0.0,0.0,True
173,52.0,153.0,0.0,497.0,False
174,Unfulfilled,195.0,0.0,0.0,True
175,153.0,264.0,1.0,583.0,False
176,Unfulfilled,195.0,0.0,0.0,True
177,Unfulfilled,195.0,0.0,0.0,True
178,Unfulfilled,195.0,0.0,0.0,True
179,Unfulfilled,195.0,0.0,0.0,True
180,268.0,145.0,0.0,481.0,False
181,216.0,37.0,0.0,357.0,False
182,448.0,410.0,0.0,525.0,False
183,528.0,153.0,0.0,517.0,False
184,Unfulfilled,195.0,0.0,0.0,True
185,244.0,370.0,0.0,700.0,False
186,Unfulfilled,195.0,0.0,0.0,True
187,768.0,107.0,0.0,1456.0,False
188,Unfulfilled,195.0,0.0,0.0,True
189,436.0,169.0,0.0,391.0,False
190,188.0,320.0,0.0,596.0,False
191,427.0,83.0,1.0,641.0,False
192,248.0,438.0,0.0,836.0,False
193,156.0,199.0,0.0,481.0,False
194,Unfulfilled,195.0,0.0,0.0,True
195,Unfulfilled,195.0,0.0,0.0,True
196,676.0,171.0,0.0,459.0,False
197,Unfulfilled,195.0,0.0,0.0,True
198,144.0,200.0,0.0,373.0,False
199,752.0,217.0,0.0,1200.0,False
200,Unfulfilled,195.0,0.0,0.0,True
201,104.0,165.0,1.0,0.0,True
202,Unfulfilled,195.0,0.0,0.0,True
203,252.0,287.0,0.0,445.0,False
204,316.0,155.0,0.0,420.0,False
205,80.0,347.0,0.0,837.0,False
206,637.0,382.0,1.0,566.0,False
207,148.0,521.0,0.0,954.0,False
208,252.0,115.0,0.0,327.0,False
209,380.0,333.0,0.0,607.0,False
210,4.0,49.0,0.0,449.0,False
211,Unfulfilled,195.0,0.0,0.0,True
212,572.0,39.0,0.0,1073.0,False
213,810.0,142.0,1.0,353.0,False
214,460.0,112.0,0.0,393.0,False
215,744.0,868.0,0.0,742.0,False
216,Unfulfilled,195.0,0.0,0.0,True
217,288.0,726.0,0.0,903.0,False
218,780.0,106.0,0.0,507.0,False
219,349.0,472.0,1.0,1097.0,False
220,180.0,70.0,0.0,497.0,False
221,Unfulfilled,195.0,0.0,0.0,True
222,724.0,153.0,0.0,327.0,False
223,152.0,130.0,0.0,277.0,False
224,20.0,181.0,0.0,524.0,False
225,Unfulfilled,195.0,0.0,0.0,True
226,Unfulfilled,195.0,0.0,0.0,True
227,Unfulfilled,195.0,0.0,0.0,True
228,685.0,152.0,1.0,1075.0,False
229,512.0,160.0,0.0,422.0,False
230,Unfulfilled,195.0,0.0,0.0,True
231,240.0,175.0,0.0,467.0,False
232,268.0,111.0,0.0,552.0,False
233,236.0,223.0,1.0,675.0,False
234,704.0,263.0,0.0,730.0,False
235,764.0,180.0,0.0,739.0,False
236,372.0,216.0,0.0,380.0,False
237,152.0,43.0,0.0,397.0,False
238,408.0,207.0,0.0,707.0,False
239,Unfulfilled,195.0,0.0,0.0,True
240,Unfulfilled,195.0,0.0,0.0,True
241,Unfulfilled,195.0,0.0,0.0,True
242,Unfulfilled,195.0,0.0,0.0,True
243,Unfulfilled,195.0,0.0,0.0,True
244,152.0,263.0,0.0,336.0,False
245,672.0,201.0,0.0,748.0,False
246,436.0,126.0,0.0,470.0,False
247,732.0,244.0,0.0,457.0,False
248,36.0,193.0,0.0,328.0,False
249,47.0,474.0,1.0,789.0,False
250,392.0,400.0,0.0,459.0,False
251,444.0,447.0,0.0,594.0,False
252,456.0,189.0,0.0,478.0,False
253,384.0,116.0,0.0,380.0,False
254,8.0,305.0,0.0,583.0,False
255,Unfulfilled,195.0,0.0,0.0,True
256,504.0,271.0,0.0,1424.0,False
257,620.0,210.0,0.0,850.0,False
258,133.0,329.0,1.0,660.0,False
259,Unfulfilled,195.0,0.0,0.0,True
260,Unfulfilled,195.0,0.0,0.0,True
261,400.0,134.0,0.0,396.0,False
262,348.0,561.0,0.0,886.0,False
263,720.0,121.0,0.0,754.0,False
264,278.0,784.0,1.0,366.0,False
265,160.0,120.0,0.0,575.0,False
266,136.0,123.0,0.0,445.0,False
267,Unfulfilled,195.0,0.0,0.0,True
268,Unfulfilled,195.0,0.0,0.0,True
269,660.0,130.0,0.0,311.0,False
270,36.0,155.0,0.0,658.0,False
271,Unfulfilled,195.0,0.0,0.0,True
272,524.0,161.0,0.0,429.0,False
273,124.0,515.0,0.0,453.0,False
274,Unfulfilled,195.0,0.0,0.0,True
275,292.0,118.0,0.0,591.0,False
276,736.0,190.0,1.0,379.0,False
277,188.0,158.0,0.0,740.0,False
278,584.0,147.0,0.0,325.0,False
279,Unfulfilled,195.0,0.0,0.0,True
280,268.0,249.0,0.0,436.0,False
281,1002.0,257.0,2.0,1000.0,False
282,800.0,334.0,0.0,1025.0,False
283,544.0,102.0,0.0,313.0,False
284,456.0,63.0,0.0,370.0,False
285,584.0,222.0,0.0,332.0,False
286,Unfulfilled,195.0,0.0,0.0,True
287,248.0,114.0,0.0,576.0,False
288,460.0,15.0,0.0,545.0,False
289,664.0,30.0,0.0,304.0,False
290,Unfulfilled,195.0,0.0,0.0,True
291,156.0,149.0,0.0,600.0,False
292,596.0,490.0,0.0,522.0,False
293,786.0,361.0,1.0,845.0,False
294,84.0,66.0,0.0,559.0,False
295,76.0,400.0,0.0,308.0,False
296,572.0,340.0,0.0,694.0,False
297,612.0,227.0,0.0,448.0,False
298,484.0,411.0,0.0,481.0,False
299,220.0,352.0,0.0,478.0,False
300,Unfulfilled,195.0,0.0,0.0,True
301,428.0,398.0,0.0,825.0,False
302,104.0,139.0,0.0,739.0,False
303,Unfulfilled,195.0,0.0,0.0,True
304,220.0,506.0,0.0,512.0,False
305,Unfulfilled,195.0,0.0,0.0,True
306,Unfulfilled,195.0,0.0,0.0,True
307,452.0,164.0,0.0,433.0,False
308,260.0,219.0,0.0,505.0,False
309,396.0,207.0,0.0,1125.0,False
310,92.0,52.0,0.0,443.0,False
311,48.0,421.0,0.0,353.0,False
312,88.0,61.0,0.0,641.0,False
313,592.0,76.0,0.0,346.0,False
314,Unfulfilled,195.0,0.0,0.0,True
315,780.0,14.0,0.0,382.0,False
316,676.0,201.0,0.0,315.0,False
317,452.0,190.0,0.0,712.0,False
318,533.0,285.0,1.0,703.0,False
319,136.0,148.0,0.0,376.0,False
320,372.0,333.0,1.0,454.0,False
321,Unfulfilled,195.0,0.0,0.0,True
322,Unfulfilled,195.0,0.0,0.0,True
323,Unfulfilled,195.0,0.0,0.0,True
324,584.0,95.0,0.0,366.0,False
325,Unfulfilled,195.0,0.0,0.0,True
326,898.0,242.0,2.0,509.0,False
327,Unfulfilled,195.0,0.0,0.0,True
328,Unfulfilled,195.0,0.0,0.0,True
329,400.0,285.0,0.0,339.0,False
330,180.0,118.0,0.0,915.0,False
331,Unfulfilled,195.0,0.0,0.0,True
332,Unfulfilled,195.0,0.0,0.0,True
333,36.0,33.0,0.0,518.0,False
334,40.0,383.0,0.0,629.0,False
335,572.0,794.0,0.0,541.0,False
336,Unfulfilled,195.0,0.0,0.0,True
337,Unfulfilled,195.0,0.0,0.0,True
338,556.0,160.0,0.0,1215.0,False
339,256.0,232.0,0.0,371.0,False
340,76.0,114.0,0.0,835.0,False
341,272.0,325.0,0.0,304.0,False
342,358.0,651.0,1.0,953.0,False
343,46.0,813.0,1.0,346.0,False
344,Unfulfilled,195.0,0.0,0.0,True
345,684.0,214.0,0.0,529.0,False
346,Unfulfilled,195.0,0.0,0.0,True
347,300.0,540.0,0.0,671.0,False
348,788.0,285.0,0.0,588.0,False
349,708.0,38.0,0.0,585.0,False
350,688.0,260.0,0.0,288.0,False
351,Unfulfilled,195.0,0.0,0.0,True
352,35.0,162.0,1.0,411.0,False
353,168.0,73.0,0.0,490.0,False
354,Unfulfilled,195.0,0.0,0.0,True
355,168.0,806.0,0.0,324.0,False
356,628.0,169.0,0.0,479.0,False
357,272.0,277.0,0.0,903.0,False
358,764.0,709.0,0.0,1142.0,False
359,428.0,315.0,0.0,442.0,False
360,196.0,206.0,0.0,637.0,False
361,776.0,234.0,0.0,442.0,False
362,Unfulfilled,195.0,0.0,0.0,True
363,672.0,91.0,0.0,527.0,False
364,388.0,26.0,0.0,463.0,False
365,Unfulfilled,195.0,0.0,0.0,True
366,536.0,181.0,0.0,348.0,False
367,776.0,509.0,0.0,455.0,False
368,64.0,165.0,1.0,0.0,True
369,528.0,53.0,0.0,302.0,False
370,456.0,104.0,0.0,507.0,False
371,Unfulfilled,195.0,0.0,0.0,True
372,556.0,116.0,0.0,747.0,False
373,680.0,436.0,0.0,371.0,False
374,560.0,358.0,0.0,445.0,False
375,224.0,237.0,0.0,837.0,False
376,496.0,143.0,0.0,480.0,False
377,344.0,175.0,0.0,865.0,False
378,140.0,315.0,0.0,446.0,False
379,744.0,130.0,0.0,317.0,False
380,Unfulfilled,195.0,0.0,0.0,True
381,608.0,408.0,0.0,320.0,False
382,596.0,100.0,0.0,995.0,False
383,292.0,335.0,0.0,649.0,False
384,372.0,172.0,0.0,518.0,False
385,752.0,466.0,0.0,352.0,False
386,288.0,210.0,0.0,358.0,False
387,784.0,95.0,0.0,576.0,False
388,Unfulfilled,195.0,0.0,0.0,True
389,Unfulfilled,195.0,0.0,0.0,True
390,Unfulfilled,195.0,0.0,0.0,True
391,72.0,221.0,0.0,428.0,False
392,176.0,81.0,0.0,329.0,False
393,384.0,286.0,0.0,557.0,False
394,656.0,153.0,0.0,460.0,False
395,608.0,64.0,0.0,595.0,False
396,484.0,347.0,0.0,832.0,False
397,20.0,163.0,0.0,399.0,False
398,420.0,957.0,0.0,975.0,False
399,Unfulfilled,195.0,0.0,0.0,True
400,748.0,342.0,0.0,402.0,False
401,472.0,119.0,0.0,366.0,False
402,Unfulfilled,195.0,0.0,0.0,True
403,716.0,36.0,0.0,418.0,False
404,72.0,120.0,0.0,466.0,False
405,708.0,80.0,0.0,815.0,False
406,748.0,116.0,0.0,793.0,False
407,616.0,233.0,0.0,483.0,False
408,676.0,148.0,0.0,433.0,False
409,516.0,494.0,0.0,315.0,False
410,344.0,580.0,0.0,590.0,False
411,184.0,112.0,0.0,499.0,False
412,7.0,165.0,1.0,0.0,True
413,268.0,112.0,0.0,413.0,False
414,548.0,421.0,0.0,865.0,False
415,652.0,254.0,0.0,337.0,False
416,12.0,12.0,0.0,951.0,False
417,Unfulfilled,195.0,0.0,0.0,True
418,Unfulfilled,195.0,0.0,0.0,True
419,324.0,156.0,0.0,503.0,False
420,Unfulfilled,195.0,0.0,0.0,True
421,184.0,844.0,0.0,951.0,False
422,84.0,138.0,0.0,546.0,False
423,Unfulfilled,195.0,0.0,0.0,True
424,352.0,177.0,0.0,423.0,False
425,68.0,232.0,0.0,374.0,False
426,160.0,164.0,0.0,394.0,False
427,580.0,616.0,0.0,772.0,False
428,452.0,281.0,1.0,777.0,False
429,350.0,102.0,1.0,466.0,False
430,264.0,373.0,0.0,359.0,False
431,12.0,225.0,0.0,331.0,False
432,348.0,345.0,0.0,1030.0,False
433,274.0,91.0,1.0,325.0,False
434,12.0,344.0,0.0,975.0,False
435,254.0,395.0,1.0,503.0,False
436,420.0,634.0,0.0,704.0,False
437,708.0,92.0,0.0,949.0,False
438,96.0,775.0,0.0,329.0,False
439,300.0,307.0,0.0,383.0,False
440,Unfulfilled,195.0,0.0,0.0,True
441,764.0,222.0,0.0,491.0,False
442,176.0,134.0,0.0,302.0,False
443,304.0,29.0,0.0,357.0,False
444,Unfulfilled,195.0,0.0,0.0,True
445,Unfulfilled,195.0,0.0,0.0,True
446,556.0,677.0,0.0,446.0,False
447,292.0,135.0,0.0,318.0,False
448,392.0,359.0,0.0,467.0,False
449,72.0,245.0,0.0,520.0,False
450,568.0,66.0,0.0,396.0,False
451,352.0,64.0,0.0,911.0,False
452,212.0,493.0,0.0,805.0,False
453,772.0,193.0,0.0,453.0,False
454,Unfulfilled,195.0,0.0,0.0,True
455,Unfulfilled,195.0,0.0,0.0,True
456,688.0,175.0,0.0,423.0,False
457,800.0,1297.0,0.0,406.0,False
458,456.0,216.0,0.0,633.0,False
459,592.0,622.0,0.0,561.0,False
460,220.0,575.0,0.0,1178.0,False
461,696.0,236.0,0.0,770.0,False
462,612.0,192.0,0.0,358.0,False
463,236.0,584.0,1.0,376.0,False
464,260.0,210.0,0.0,603.0,False
465,568.0,115.0,0.0,1284.0,False
466,152.0,165.0,1.0,0.0,True
467,692.0,610.0,0.0,416.0,False
468,668.0,226.0,0.0,1042.0,False
469,416.0,134.0,0.0,322.0,False
470,Unfulfilled,195.0,0.0,0.0,True
471,408.0,101.0,0.0,441.0,False
472,Unfulfilled,195.0,0.0,0.0,True
473,180.0,663.0,0.0,768.0,False
474,332.0,255.0,0.0,374.0,False
475,15.0,165.0,1.0,0.0,True
476,549.0,242.0,1.0,374.0,False
477,Unfulfilled,195.0,0.0,0.0,True
478,20.0,259.0,0.0,334.0,False
479,78.0,165.0,1.0,0.0,True
480,164.0,46.0,0.0,738.0,False
481,772.0,218.0,0.0,496.0,False
482,504.0,131.0,0.0,502.0,False
483,Unfulfilled,195.0,0.0,0.0,True
484,412.0,215.0,0.0,446.0,False
485,144.0,500.0,1.0,638.0,False
486,244.0,266.0,0.0,323.0,False
487,112.0,39.0,0.0,699.0,False
488,652.0,784.0,0.0,1098.0,False
489,316.0,118.0,0.0,323.0,False
490,Unfulfilled,195.0,0.0,0.0,True
491,Unfulfilled,195.0,0.0,0.0,True
492,Unfulfilled,195.0,0.0,0.0,True
493,704.0,295.0,0.0,833.0,False
494,564.0,31.0,0.0,702.0,False
495,484.0,55.0,0.0,568.0,False
496,624.0,189.0,0.0,652.0,False
497,248.0,132.0,0.0,472.0,False
498,Unfulfilled,195.0,0.0,0.0,True
499,64.0,187.0,0.0,859.0,False
500,776.0,418.0,0.0,617.0,False
501,660.0,216.0,0.0,641.0,False
502,560.0,218.0,0.0,446.0,False
503,364.0,214.0,0.0,808.0,False
504,292.0,253.0,0.0,576.0,False
505,80.0,450.0,0.0,344.0,False
506,Unfulfilled,195.0,0.0,0.0,True
507,168.0,147.0,0.0,356.0,False
508,84.0,273.0,0.0,585.0,False
509,388.0,428.0,0.0,549.0,False
510,200.0,251.0,0.0,432.0,False
511,456.0,190.0,0.0,619.0,False
512,480.0,109.0,0.0,310.0,False
513,41.0,290.0,1.0,356.0,False
514,128.0,156.0,0.0,579.0,False
515,Unfulfilled,195.0,0.0,0.0,True
516,Unfulfilled,195.0,0.0,0.0,True
517,Unfulfilled,195.0,0.0,0.0,True
518,88.0,165.0,1.0,0.0,True
519,596.0,77.0,0.0,488.0,False
520,700.0,289.0,0.0,353.0,False
521,84.0,247.0,0.0,370.0,False
522,392.0,135.0,0.0,447.0,False
523,Unfulfilled,195.0,0.0,0.0,True
524,52.0,607.0,0.0,459.0,False
525,408.0,154.0,0.0,529.0,False
526,404.0,13.0,0.0,428.0,False
527,Unfulfilled,195.0,0.0,0.0,True
528,420.0,138.0,0.0,381.0,False
529,344.0,204.0,0.0,494.0,False
530,Unfulfilled,195.0,0.0,0.0,True
531,52.0,413.0,0.0,409.0,False
532,184.0,109.0,0.0,562.0,False
533,Unfulfilled,195.0,0.0,0.0,True
534,894.0,84.0,1.0,393.0,False
535,Unfulfilled,195.0,0.0,0.0,True
536,Unfulfilled,195.0,0.0,0.0,True
537,584.0,375.0,0.0,533.0,False
538,636.0,20.0,0.0,683.0,False
539,708.0,165.0,0.0,340.0,False
540,312.0,55.0,0.0,429.0,False
541,552.0,27.0,0.0,343.0,False
542,Unfulfilled,195.0,0.0,0.0,True
543,536.0,197.0,0.0,737.0,False
544,Unfulfilled,195.0,0.0,0.0,True
545,52.0,573.0,0.0,909.0,False
546,536.0,170.0,0.0,741.0,False
547,272.0,714.0,0.0,362.0,False
548,356.0,144.0,0.0,583.0,False
549,Unfulfilled,195.0,0.0,0.0,True
550,60.0,173.0,0.0,731.0,False
551,Unfulfilled,195.0,0.0,0.0,True
552,736.0,290.0,0.0,609.0,False
553,704.0,98.0,0.0,432.0,False
554,520.0,240.0,0.0,1029.0,False
555,144.0,72.0,0.0,504.0,False
556,560.0,389.0,0.0,498.0,False
557,220.0,135.0,2.0,0.0,True
558,424.0,135.0,0.0,369.0,False
559,216.0,19.0,0.0,348.0,False
560,Unfulfilled,195.0,0.0,0.0,True
561,Unfulfilled,195.0,0.0,0.0,True
562,Unfulfilled,195.0,0.0,0.0,True
563,Unfulfilled,195.0,0.0,0.0,True
564,336.0,270.0,0.0,383.0,False
565,200.0,153.0,0.0,356.0,False
566,Unfulfilled,195.0,0.0,0.0,True
567,Unfulfilled,195.0,0.0,0.0,True
568,728.0,177.0,0.0,598.0,False
569,404.0,175.0,0.0,343.0,False
570,384.0,265.0,0.0,415.0,False
571,72.0,187.0,0.0,912.0,False
572,487.0,167.0,1.0,555.0,False
573,536.0,218.0,0.0,422.0,False
574,672.0,264.0,0.0,493.0,False
575,512.0,313.0,0.0,329.0,False
576,Unfulfilled,195.0,0.0,0.0,True
577,16.0,69.0,0.0,424.0,False
578,12.0,72.0,0.0,487.0,False
579,Unfulfilled,195.0,0.0,0.0,True
580,464.0,507.0,0.0,469.0,False
581,Unfulfilled,195.0,0.0,0.0,True
582,12.0,237.0,0.0,439.0,False
583,480.0,17.0,0.0,533.0,False
584,Unfulfilled,195.0,0.0,0.0,True
585,700.0,83.0,0.0,481.0,False
586,Unfulfilled,195.0,0.0,0.0,True
587,296.0,713.0,0.0,326.0,False
588,497.0,741.0,1.0,351.0,False
589,Unfulfilled,195.0,0.0,0.0,True
590,332.0,318.0,0.0,686.0,False
591,64.0,165.0,1.0,0.0,True
592,Unfulfilled,195.0,0.0,0.0,True
593,76.0,28.0,0.0,345.0,False
594,Unfulfilled,195.0,0.0,0.0,True
595,416.0,125.0,0.0,556.0,False
596,Unfulfilled,195.0,0.0,0.0,True
597,520.0,399.0,0.0,624.0,False
598,696.0,130.0,0.0,899.0,False
599,640.0,300.0,0.0,468.0,False
600,36.0,103.0,0.0,387.0,False
601,Unfulfilled,195.0,0.0,0.0,True
602,Unfulfilled,195.0,0.0,0.0,True
603,Unfulfilled,195.0,0.0,0.0,True
604,408.0,58.0,0.0,743.0,False
605,Unfulfilled,195.0,0.0,0.0,True
606,Unfulfilled,195.0,0.0,0.0,True
607,732.0,54.0,0.0,443.0,False
608,648.0,259.0,0.0,816.0,False
609,Unfulfilled,195.0,0.0,0.0,True
610,28.0,280.0,0.0,498.0,False
611,Unfulfilled,195.0,0.0,0.0,True
612,Unfulfilled,195.0,0.0,0.0,True
613,8.0,260.0,0.0,614.0,False
614,Unfulfilled,195.0,0.0,0.0,True
615,508.0,144.0,0.0,469.0,False
616,712.0,0.0,0.0,369.0,False
617,560.0,182.0,0.0,704.0,False
618,576.0,14.0,0.0,387.0,False
619,428.0,156.0,0.0,1389.0,False
620,544.0,860.0,0.0,354.0,False
621,296.0,817.0,0.0,609.0,False
622,Unfulfilled,195.0,0.0,0.0,True
623,196.0,447.0,0.0,418.0,False
624,740.0,239.0,0.0,406.0,False
625,Unfulfilled,195.0,0.0,0.0,True
626,Unfulfilled,195.0,0.0,0.0,True
627,Unfulfilled,195.0,0.0,0.0,True
628,Unfulfilled,195.0,0.0,0.0,True
629,692.0,203.0,0.0,558.0,False
630,747.0,362.0,2.0,875.0,False
631,Unfulfilled,195.0,0.0,0.0,True
632,324.0,115.0,0.0,742.0,False
633,256.0,17.0,0.0,408.0,False
634,108.0,98.0,0.0,518.0,False
635,692.0,418.0,0.0,449.0,False
636,72.0,374.0,0.0,756.0,False
637,240.0,541.0,0.0,433.0,False
638,Unfulfilled,195.0,0.0,0.0,True
639,Unfulfilled,195.0,0.0,0.0,True
640,Unfulfilled,195.0,0.0,0.0,True
641,120.0,24.0,0.0,470.0,False
642,Unfulfilled,195.0,0.0,0.0,True
643,488.0,363.0,0.0,919.0,False
644,120.0,164.0,0.0,412.0,False
645,Unfulfilled,195.0,0.0,0.0,True
646,Unfulfilled,195.0,0.0,0.0,True
647,340.0,112.0,0.0,313.0,False
648,500.0,665.0,1.0,439.0,False
649,64.0,337.0,0.0,336.0,False
650,204.0,271.0,0.0,285.0,False
651,Unfulfilled,195.0,0.0,0.0,True
652,416.0,897.0,0.0,863.0,False
653,208.0,492.0,0.0,395.0,False
654,332.0,185.0,0.0,362.0,False
655,264.0,256.0,0.0,753.0,False
656,556.0,129.0,0.0,506.0,False
