veh,ACCEPTANCE_RATE,PROFIT,PROFIT/hour,IDLE_TIME,nREQUESTS,nRIDES,nREJECTS,DRIVING_DIST,AVE_DRIVING_DIST,DRIVING_TIME,AVE_PICKUP_DIST,AVE_TRIP_DIST,REVENUE,surge_fee,REVENUE/hour,COST,IMPOSED_DELAY,AR
11,86.8421052631579,251.3315,31.4164375,604.0,38,33,5.0,260.69,7.899696969696969,26069.0,2.1293939393939394,5.7703030303030305,316.504,22,39.563,65.1725,242,80-90
12,69.76744186046511,246.49900000000002,30.812375000000003,842.0,43,30,13.0,261.78000000000003,8.726,26178.0,2.422,6.304,311.944,25,38.993,65.44500000000001,757,60-70
13,85.36585365853658,255.80949999999996,31.976187499999995,559.0,41,35,6.0,261.69,7.476857142857143,26169.0,2.0665714285714283,5.410285714285715,321.23199999999997,24,40.153999999999996,65.4225,233,80-90
14,81.08108108108108,240.59449999999998,30.074312499999998,724.0,37,30,7.0,261.03000000000003,8.701,26103.0,2.510666666666667,6.190333333333333,305.852,23,38.2315,65.25750000000001,597,80-90
15,86.8421052631579,271.8605,33.9825625,452.0,38,33,5.0,268.11,8.124545454545455,26811.0,1.8900000000000001,6.234545454545455,338.888,26,42.361,67.0275,410,80-90
16,90.9090909090909,243.284,30.4105,328.0,33,30,3.0,270.24,9.008000000000001,27024.0,2.5123333333333333,6.495666666666668,310.844,17,38.8555,67.56,153,90-100
17,86.48648648648648,265.5405,33.1925625,420.0,37,32,5.0,264.83,8.2759375,26483.0,2.0325,6.2434375,331.748,28,41.4685,66.2075,301,80-90
18,89.47368421052632,266.6295,33.3286875,711.0,38,34,4.0,258.01,7.588529411764705,25801.0,1.85,5.7385294117647065,331.132,29,41.3915,64.5025,186,80-90
19,78.57142857142857,254.183,31.772875,724.0,42,33,9.0,264.66,8.020000000000001,26466.0,2.3293939393939396,5.6906060606060604,320.348,29,40.0435,66.165,417,70-80
20,86.11111111111111,228.0055,28.5006875,1000.0,36,31,5.0,258.89,8.351290322580645,25889.0,2.6596774193548387,5.691612903225806,292.728,19,36.591,64.7225,174,80-90
21,76.74418604651163,246.167,30.770875,619.0,43,33,10.0,264.1,8.003030303030304,26410.0,2.467878787878788,5.535151515151515,312.192,27,39.024,66.025,339,70-80
22,91.66666666666666,250.058,31.25725,539.0,36,33,3.0,269.56,8.168484848484848,26956.0,2.1975757575757577,5.970909090909092,317.448,15,39.681,67.39,104,90-100
23,82.5,256.97749999999996,32.122187499999995,846.0,40,33,7.0,262.17,7.944545454545455,26217.0,1.971818181818182,5.972727272727273,322.52,20,40.315,65.5425,527,80-90
24,88.23529411764706,247.53699999999998,30.942124999999997,396.0,34,30,4.0,265.18,8.839333333333334,26518.0,2.3440000000000003,6.495333333333333,313.832,20,39.229,66.295,342,80-90
25,81.57894736842105,229.70850000000002,28.713562500000002,669.0,38,31,7.0,260.51,8.403548387096773,26051.0,2.709032258064516,5.694516129032259,294.836,21,36.8545,65.1275,305,80-90
26,94.44444444444444,251.663,31.457875,546.0,36,34,2.0,266.58,7.840588235294117,26658.0,2.146764705882353,5.693823529411765,318.308,18,39.7885,66.645,162,90-100
27,85.36585365853658,245.9015,30.7376875,733.0,41,35,6.0,262.97,7.513428571428572,26297.0,2.3314285714285714,5.182,311.644,24,38.9555,65.7425,297,80-90
28,86.20689655172413,211.99450000000002,26.499312500000002,1019.0,29,25,4.0,260.79,10.431600000000001,26079.0,3.4252,7.0064,277.192,17,34.649,65.1975,152,80-90
29,91.8918918918919,270.961,33.870125,514.0,37,34,3.0,260.62,7.665294117647059,26062.0,1.8291176470588235,5.836176470588235,336.116,30,42.0145,65.155,312,90-100
30,72.91666666666666,247.10000000000002,30.887500000000003,785.0,48,35,13.0,258.8,7.394285714285715,25880.0,2.3514285714285714,5.042857142857143,311.8,30,38.975,64.7,591,70-80
31,86.11111111111111,248.392,31.049,668.0,36,31,5.0,267.2,8.619354838709677,26720.0,2.485161290322581,6.134193548387096,315.192,25,39.399,66.8,226,80-90
32,86.8421052631579,228.95250000000004,28.619062500000005,946.0,38,33,5.0,260.83,7.903939393939393,26083.0,2.622121212121212,5.281818181818181,294.16,19,36.77,65.2075,414,80-90
33,92.3076923076923,250.305,31.288125,1319.0,39,36,3.0,260.54,7.237222222222223,26054.0,2.1344444444444446,5.102777777777778,315.44,23,39.43,65.135,116,90-100
34,91.42857142857143,250.452,31.3065,721.0,35,32,3.0,266.0,8.3125,26600.0,2.22,6.0925,316.952,19,39.619,66.5,85,90-100
35,82.85714285714286,227.24450000000002,28.405562500000002,606.0,35,29,6.0,263.55,9.087931034482759,26355.0,2.8772413793103446,6.2106896551724144,293.132,19,36.6415,65.8875,403,80-90
36,87.17948717948718,235.689,29.461125,1048.0,39,34,5.0,259.34000000000003,7.627647058823531,25934.0,2.5167647058823532,5.110882352941176,300.524,24,37.5655,64.83500000000001,325,80-90
37,82.5,234.744,29.343,809.0,40,33,7.0,256.4,7.769696969696969,25640.0,2.4706060606060607,5.299090909090909,298.844,23,37.3555,64.1,237,80-90
38,87.8048780487805,241.3205,30.1650625,852.0,41,36,5.0,258.11,7.169722222222223,25811.0,2.196388888888889,4.973333333333334,305.848,19,38.231,64.5275,205,80-90
39,77.5,230.48699999999997,28.810874999999996,989.0,40,31,9.0,257.46,8.30516129032258,25746.0,2.556451612903226,5.748709677419355,294.852,19,36.8565,64.365,287,70-80
40,84.61538461538461,271.12149999999997,33.890187499999996,712.0,39,33,6.0,274.89,8.33,27489.0,1.9703030303030304,6.35969696969697,339.844,22,42.4805,68.7225,111,80-90
41,85.29411764705883,250.311,31.288875,667.0,34,29,5.0,263.62,9.090344827586208,26362.0,2.446206896551724,6.644137931034483,316.216,27,39.527,65.905,75,80-90
42,81.3953488372093,256.989,32.123625,902.0,43,35,8.0,262.3,7.494285714285715,26230.0,2.0522857142857145,5.442,322.56399999999996,24,40.320499999999996,65.575,318,80-90
43,84.21052631578947,235.6655,29.4581875,1011.0,38,32,6.0,261.21,8.1628125,26121.0,2.5646875000000002,5.5981250000000005,300.968,22,37.621,65.3025,216,80-90
44,77.5,234.84349999999998,29.355437499999997,719.0,40,31,9.0,268.37,8.65709677419355,26837.0,2.664193548387097,5.992903225806451,301.936,17,37.742,67.0925,261,70-80
45,89.47368421052632,252.71999999999997,31.589999999999996,1240.0,38,34,4.0,253.68,7.461176470588235,25368.0,1.9185294117647058,5.54264705882353,316.14,22,39.5175,63.42,222,80-90
46,61.36363636363637,201.8065,25.2258125,1293.0,44,27,17.0,254.15,9.412962962962963,25415.0,3.2603703703703704,6.152592592592592,265.344,12,33.168,63.5375,1025,60-70
47,73.17073170731707,236.575,29.571875,691.0,41,30,11.0,268.74,8.958,26874.0,2.6313333333333335,6.326666666666666,303.76,16,37.97,67.185,760,70-80
48,89.1891891891892,227.1325,28.3915625,989.0,37,33,4.0,255.71,7.748787878787879,25571.0,2.6715151515151514,5.077272727272727,291.06,24,36.3825,63.9275,278,80-90
49,84.61538461538461,244.481,30.560125,545.0,39,33,6.0,263.42,7.982424242424243,26342.0,2.3678787878787877,5.614545454545455,310.336,22,38.792,65.855,141,80-90
50,72.0,255.24699999999996,31.905874999999995,753.0,50,36,14.0,257.22,7.1450000000000005,25722.0,1.9933333333333334,5.151666666666666,319.55199999999996,25,39.943999999999996,64.305,557,70-80
51,83.33333333333334,263.91600000000005,32.98950000000001,998.0,42,35,7.0,258.4,7.382857142857143,25840.0,1.942,5.440857142857143,328.516,30,41.0645,64.6,142,80-90
52,85.71428571428571,242.7935,30.3491875,476.0,42,36,6.0,258.49,7.180277777777778,25849.0,2.3558333333333334,4.8244444444444445,307.416,27,38.427,64.6225,327,80-90
53,82.5,233.94349999999997,29.242937499999996,908.0,40,33,7.0,259.17,7.853636363636364,25917.0,2.4057575757575758,5.447878787878787,298.736,17,37.342,64.7925,416,80-90
54,90.69767441860465,267.0425,33.3803125,975.0,43,39,4.0,260.07,6.668461538461538,26007.0,1.7953846153846156,4.8730769230769235,332.06,26,41.5075,65.0175,238,90-100
55,86.11111111111111,242.1345,30.2668125,676.0,36,31,5.0,267.83,8.639677419354838,26783.0,2.32,6.319677419354839,309.092,12,38.6365,66.9575,288,80-90
56,96.7741935483871,242.787,30.348375,563.0,31,30,1.0,265.62,8.854000000000001,26562.0,2.432,6.422000000000001,309.192,18,38.649,66.405,56,90-100
57,82.05128205128204,216.803,27.100375,597.0,39,32,7.0,268.98,8.405625,26898.0,3.091875,5.31375,284.048,16,35.506,67.245,208,80-90
58,83.78378378378379,235.791,29.473875,1350.0,37,31,6.0,254.18,8.199354838709677,25418.0,2.2225806451612904,5.976774193548387,299.336,15,37.417,63.545,343,80-90
59,76.74418604651163,248.63050000000004,31.078812500000005,560.0,43,33,10.0,258.07,7.82030303030303,25807.0,2.16,5.66030303030303,313.148,23,39.1435,64.5175,734,70-80
60,79.48717948717949,245.67549999999997,30.709437499999996,941.0,39,31,8.0,256.37,8.27,25637.0,2.120322580645161,6.149677419354839,309.768,19,38.721,64.0925,401,70-80
61,93.93939393939394,250.7185,31.3398125,787.0,33,31,2.0,268.95,8.675806451612903,26895.0,2.413548387096774,6.262258064516129,317.956,23,39.7445,67.2375,60,90-100
62,78.94736842105263,252.57350000000002,31.571687500000003,852.0,38,30,8.0,259.53000000000003,8.651000000000002,25953.0,2.055,6.596,317.456,20,39.682,64.88250000000001,472,70-80
63,88.09523809523809,263.017,32.877125,485.0,42,37,5.0,267.02,7.216756756756756,26702.0,2.019189189189189,5.197567567567567,329.772,25,41.2215,66.755,156,80-90
64,82.92682926829268,264.9855,33.1231875,768.0,41,34,7.0,257.77,7.581470588235294,25777.0,1.8111764705882354,5.770294117647059,329.428,26,41.1785,64.4425,391,80-90
65,82.97872340425532,274.3465,34.2933125,1204.0,47,39,8.0,260.47,6.678717948717949,26047.0,1.7756410256410258,4.903076923076923,339.464,32,42.433,65.1175,297,80-90
66,85.71428571428571,265.289,33.161125,595.0,42,36,6.0,260.22,7.228333333333334,26022.0,1.7805555555555554,5.4477777777777785,330.344,23,41.293,65.055,493,80-90
67,94.87179487179486,265.144,33.143,698.0,39,37,2.0,263.36,7.117837837837838,26336.0,1.8254054054054054,5.292432432432433,330.984,22,41.373,65.84,32,90-100
68,94.5945945945946,250.54350000000002,31.317937500000003,871.0,37,35,2.0,260.13,7.432285714285714,26013.0,2.204285714285714,5.228,315.576,26,39.447,65.0325,92,90-100
69,88.88888888888889,236.981,29.622625,450.0,36,32,4.0,261.82,8.181875,26182.0,2.4934375,5.6884375,302.436,20,37.8045,65.455,233,80-90
70,91.66666666666666,253.0485,31.6310625,520.0,36,33,3.0,271.07,8.214242424242425,27107.0,2.5118181818181817,5.702424242424242,320.816,29,40.102,67.7675,49,90-100
71,80.55555555555556,218.801,27.350125,1076.0,36,29,7.0,257.82,8.890344827586206,25782.0,2.8772413793103446,6.013103448275862,283.256,16,35.407,64.455,355,80-90
72,80.0,233.32,29.165,1126.0,35,28,7.0,258.48,9.231428571428571,25848.0,2.536785714285714,6.694642857142857,297.94,17,37.2425,64.62,293,70-80
73,80.95238095238095,243.83900000000003,30.479875000000003,730.0,42,34,8.0,257.38,7.57,25738.0,2.148823529411765,5.421176470588235,308.184,19,38.523,64.345,454,80-90
74,81.57894736842105,217.10199999999998,27.137749999999997,987.0,38,31,7.0,259.16,8.360000000000001,25916.0,2.879032258064516,5.480967741935484,281.892,16,35.2365,64.79,422,80-90
75,86.8421052631579,229.445,28.680625,562.0,38,33,5.0,259.42,7.861212121212121,25942.0,2.6263636363636365,5.234848484848485,294.3,21,36.7875,64.855,274,80-90
76,85.36585365853658,262.402,32.80025,787.0,41,35,6.0,260.92,7.4548571428571435,26092.0,1.9874285714285713,5.467428571428571,327.632,28,40.954,65.23,256,80-90
77,80.0,247.66950000000003,30.958687500000003,513.0,40,32,8.0,263.29,8.2278125,26329.0,2.199375,6.0284375,313.492,18,39.1865,65.8225,355,70-80
78,87.17948717948718,236.11749999999995,29.514687499999994,672.0,39,34,5.0,258.41,7.60029411764706,25841.0,2.362058823529412,5.238235294117648,300.71999999999997,19,37.589999999999996,64.6025,513,80-90
79,85.36585365853658,258.35450000000003,32.294312500000004,616.0,41,35,6.0,258.07,7.373428571428572,25807.0,1.9717142857142858,5.401714285714286,322.872,26,40.359,64.5175,363,80-90
80,93.75,229.5095,28.6886875,825.0,32,30,2.0,275.05,9.168333333333333,27505.0,3.133,6.035333333333333,298.272,21,37.284,68.7625,38,90-100
81,86.48648648648648,229.01,28.62625,748.0,37,32,5.0,260.2,8.13125,26020.0,2.5046875,5.6265625,294.06,14,36.7575,65.05,268,80-90
82,91.8918918918919,252.11450000000002,31.514312500000003,770.0,37,34,3.0,261.27,7.684411764705882,26127.0,2.0855882352941175,5.5988235294117645,317.432,21,39.679,65.3175,265,90-100
83,87.8048780487805,234.5995,29.3249375,720.0,41,36,5.0,259.65,7.2124999999999995,25965.0,2.3858333333333337,4.826666666666667,299.512,19,37.439,64.9125,255,80-90
84,73.46938775510205,264.95300000000003,33.119125000000004,982.0,49,36,13.0,252.54,7.015,25254.0,1.8277777777777777,5.187222222222222,328.088,32,41.011,63.135,422,70-80
85,68.18181818181817,225.873,28.234125,662.0,44,30,14.0,265.74,8.858,26574.0,2.9883333333333333,5.869666666666667,292.308,21,36.5385,66.435,706,60-70
86,88.09523809523809,262.4305,32.8038125,734.0,42,37,5.0,264.31,7.143513513513514,26431.0,2.0194594594594593,5.124054054054055,328.508,27,41.0635,66.0775,224,80-90
87,76.92307692307693,237.188,29.6485,866.0,39,30,9.0,259.68,8.656,25968.0,2.403,6.253,302.108,17,37.7635,64.92,638,70-80
88,79.06976744186046,260.5635,32.5704375,883.0,43,34,9.0,257.17,7.563823529411765,25717.0,1.9791176470588234,5.584705882352941,324.856,29,40.607,64.2925,658,70-80
89,91.42857142857143,248.939,31.117375,1105.0,35,32,3.0,258.1,8.065625,25810.0,2.011875,6.05375,313.464,17,39.183,64.525,321,90-100
90,76.19047619047619,214.9185,26.8648125,1023.0,42,32,10.0,254.79,7.9621875,25479.0,2.7378125,5.224375,278.616,14,34.827,63.6975,247,70-80
91,90.0,277.64549999999997,34.705687499999996,956.0,40,36,4.0,254.25,7.0625,25425.0,1.5252777777777777,5.537222222222222,341.20799999999997,30,42.650999999999996,63.5625,237,90-100
92,91.42857142857143,235.08200000000002,29.385250000000003,845.0,35,32,3.0,259.88,8.12125,25988.0,2.5209375,5.6003125,300.052,21,37.5065,64.97,145,90-100
93,87.17948717948718,250.399,31.299875,765.0,39,34,5.0,263.78000000000003,7.758235294117648,26378.0,2.357647058823529,5.4005882352941175,316.344,28,39.543,65.94500000000001,230,80-90
94,91.66666666666666,243.29900000000004,30.412375000000004,845.0,36,33,3.0,257.78000000000003,7.811515151515152,25778.0,2.3381818181818184,5.473333333333334,307.744,25,38.468,64.44500000000001,69,90-100
95,86.8421052631579,221.02750000000003,27.628437500000004,700.0,38,33,5.0,262.05,7.940909090909091,26205.0,2.851515151515151,5.08939393939394,286.54,19,35.8175,65.5125,208,80-90
96,78.04878048780488,243.0645,30.3830625,465.0,41,32,9.0,261.47,8.1709375,26147.0,2.4565625,5.714375,308.432,25,38.554,65.3675,364,70-80
97,94.11764705882352,255.00900000000001,31.876125000000002,1081.0,34,32,2.0,260.46,8.139375,26046.0,2.1465625,5.9928125,320.124,26,40.0155,65.115,41,90-100
98,91.8918918918919,252.15949999999998,31.519937499999997,719.0,37,34,3.0,263.73,7.756764705882354,26373.0,2.215294117647059,5.541470588235294,318.092,24,39.7615,65.9325,262,90-100
99,80.48780487804879,230.62349999999998,28.827937499999997,862.0,41,33,8.0,263.97,7.99909090909091,26397.0,2.63,5.369090909090909,296.616,18,37.077,65.9925,306,80-90
100,85.36585365853658,251.91599999999997,31.489499999999996,1358.0,41,35,6.0,253.84,7.252571428571429,25384.0,2.0531428571428574,5.199428571428572,315.376,27,39.422,63.46,208,80-90
101,84.44444444444444,265.95899999999995,33.24487499999999,1370.0,45,38,7.0,249.86,6.575263157894737,24986.0,1.4563157894736842,5.118947368421053,328.424,19,41.053,62.465,484,80-90
102,81.3953488372093,284.9355,35.6169375,721.0,43,35,8.0,258.05,7.372857142857143,25805.0,1.5288571428571427,5.844,349.448,34,43.681,64.5125,732,80-90
103,84.375,208.46099999999996,26.057624999999994,851.0,32,27,5.0,262.46,9.72074074074074,26246.0,3.267777777777778,6.452962962962963,274.07599999999996,11,34.259499999999996,65.615,209,80-90
104,75.67567567567568,227.28750000000002,28.410937500000003,822.0,37,28,9.0,262.29,9.367500000000001,26229.0,2.972857142857143,6.394642857142856,292.86,22,36.6075,65.5725,589,70-80
105,73.17073170731707,234.1505,29.2688125,826.0,41,30,11.0,261.59000000000003,8.719666666666667,26159.0,2.4266666666666667,6.292999999999999,299.548,13,37.4435,65.39750000000001,659,70-80
106,82.92682926829268,271.6475,33.9559375,919.0,41,34,7.0,270.45,7.954411764705882,27045.0,1.9676470588235293,5.9867647058823525,339.26,27,42.4075,67.6125,451,80-90
107,85.29411764705883,227.2185,28.4023125,1098.0,34,29,5.0,263.51,9.08655172413793,26351.0,2.876896551724138,6.209655172413793,293.096,19,36.637,65.8775,272,80-90
108,88.23529411764706,221.10649999999998,27.638312499999998,728.0,34,30,4.0,263.03000000000003,8.767666666666667,26303.0,2.993666666666667,5.774,286.864,19,35.858,65.75750000000001,179,80-90
109,82.92682926829268,254.93050000000002,31.866312500000003,1254.0,41,34,7.0,251.91,7.409117647058824,25191.0,1.9211764705882355,5.487941176470588,317.908,26,39.7385,62.9775,348,80-90
110,88.88888888888889,228.68449999999999,28.585562499999998,1114.0,36,32,4.0,257.63,8.0509375,25763.0,2.55375,5.4971875,293.092,18,36.6365,64.4075,164,80-90
111,76.74418604651163,247.17899999999997,30.897374999999997,1047.0,43,33,10.0,258.42,7.830909090909091,25842.0,2.306060606060606,5.524848484848485,311.784,27,38.973,64.605,501,70-80
112,86.48648648648648,250.295,31.286875,688.0,37,32,5.0,261.14,8.160625,26114.0,2.1559375,6.0046875,315.58,21,39.4475,65.285,350,80-90
113,89.47368421052632,259.226,32.40325,626.0,38,34,4.0,267.56,7.869411764705882,26756.0,2.106764705882353,5.7626470588235295,326.116,23,40.7645,66.89,211,80-90
114,89.1891891891892,231.6775,28.9596875,1384.0,37,33,4.0,261.53000000000003,7.925151515151516,26153.0,2.6206060606060606,5.304545454545455,297.06,21,37.1325,65.38250000000001,174,80-90
115,86.8421052631579,240.20899999999997,30.026124999999997,803.0,38,33,5.0,258.62,7.836969696969697,25862.0,2.284848484848485,5.552121212121213,304.864,19,38.108,64.655,198,80-90
116,84.21052631578947,245.2885,30.6610625,737.0,38,32,6.0,260.43,8.1384375,26043.0,2.3468750000000003,5.7915625,310.396,24,38.7995,65.1075,251,80-90
117,79.54545454545455,260.3605,32.5450625,626.0,44,35,9.0,257.31,7.351714285714285,25731.0,1.8591428571428572,5.492571428571429,324.688,24,40.586,64.3275,187,70-80
118,86.8421052631579,258.7635,32.3454375,586.0,38,33,5.0,266.53000000000003,8.076666666666668,26653.0,2.006060606060606,6.07060606060606,325.396,19,40.6745,66.63250000000001,122,80-90
119,69.76744186046511,235.95250000000001,29.494062500000002,490.0,43,30,13.0,265.39,8.846333333333332,26539.0,2.671333333333333,6.175,302.3,20,37.7875,66.3475,953,60-70
120,96.66666666666667,223.98699999999997,27.998374999999996,712.0,30,29,1.0,263.7,9.093103448275862,26370.0,2.9462068965517245,6.146896551724138,289.912,18,36.239,65.925,15,90-100
121,88.23529411764706,235.111,29.388875,827.0,34,30,4.0,266.66,8.888666666666667,26666.0,2.8393333333333333,6.049333333333333,301.776,24,37.722,66.665,187,80-90
122,100.0,244.885,30.610625,663.0,33,33,0.0,261.58,7.926666666666666,26158.0,2.338787878787879,5.587878787878788,310.28,23,38.785,65.395,0,90-100
123,80.55555555555556,210.43099999999998,26.303874999999998,1368.0,36,29,7.0,256.5,8.844827586206897,25650.0,3.2541379310344825,5.590689655172414,274.556,22,34.3195,64.125,125,80-90
124,86.48648648648648,224.266,28.03325,763.0,37,32,5.0,259.64,8.11375,25964.0,2.84875,5.265,289.176,23,36.147,64.91,113,80-90
125,80.95238095238095,251.4305,31.4288125,1124.0,42,34,8.0,256.79,7.55264705882353,25679.0,2.1205882352941177,5.432058823529412,315.628,26,39.4535,64.1975,345,80-90
126,87.5,238.55949999999996,29.819937499999995,785.0,40,35,5.0,259.41,7.411714285714287,25941.0,2.354285714285714,5.057428571428572,303.412,21,37.9265,64.8525,400,80-90
127,80.95238095238095,254.87900000000002,31.859875000000002,897.0,42,34,8.0,254.74,7.49235294117647,25474.0,1.743235294117647,5.749117647058823,318.564,16,39.8205,63.685,166,80-90
128,83.78378378378379,261.57000000000005,32.696250000000006,615.0,37,31,6.0,263.4,8.496774193548386,26340.0,2.0338709677419353,6.462903225806452,327.42,25,40.9275,65.85,293,80-90
129,92.3076923076923,257.509,32.188625,825.0,39,36,3.0,262.22,7.28388888888889,26222.0,2.0277777777777777,5.256111111111111,323.064,24,40.383,65.555,354,90-100
130,76.92307692307693,226.91899999999998,28.364874999999998,1046.0,39,30,9.0,261.94,8.731333333333334,26194.0,2.9423333333333335,5.789,292.404,24,36.5505,65.485,424,70-80
131,88.88888888888889,252.19350000000003,31.524187500000004,667.0,36,32,4.0,261.77,8.1803125,26177.0,2.07,6.1103125,317.636,19,39.7045,65.4425,122,80-90
132,85.0,251.01049999999998,31.376312499999997,626.0,40,34,6.0,260.95,7.675,26095.0,2.203235294117647,5.471764705882353,316.248,25,39.531,65.2375,229,80-90
133,94.5945945945946,239.2315,29.9039375,617.0,37,35,2.0,263.65,7.532857142857142,26365.0,2.458,5.074857142857143,305.144,22,38.143,65.9125,65,90-100
134,75.55555555555556,245.892,30.7365,935.0,45,34,11.0,266.48,7.83764705882353,26648.0,2.58,5.25764705882353,312.512,30,39.064,66.62,857,70-80
135,85.29411764705883,223.05949999999999,27.882437499999998,1588.0,34,29,5.0,253.89000000000001,8.754827586206897,25389.0,2.4751724137931035,6.2796551724137935,286.532,10,35.8165,63.472500000000004,331,80-90
136,86.48648648648648,232.96399999999997,29.120499999999996,923.0,37,32,5.0,264.88,8.2775,26488.0,2.67375,5.60375,299.18399999999997,20,37.397999999999996,66.22,278,80-90
137,83.78378378378379,239.44,29.93,700.0,37,31,6.0,259.04,8.356129032258066,25904.0,2.356129032258065,6.0,304.2,19,38.025,64.76,103,80-90
138,83.78378378378379,234.473,29.309125,738.0,37,31,6.0,261.26,8.427741935483871,26126.0,2.4925806451612904,5.935161290322581,299.788,17,37.4735,65.315,190,80-90
139,88.88888888888889,259.7185,32.4648125,400.0,36,32,4.0,262.71,8.2096875,26271.0,2.18375,6.0259375,325.396,30,40.6745,65.6775,234,80-90
140,80.0,240.66000000000003,30.082500000000003,823.0,40,32,8.0,268.32,8.385,26832.0,2.5584375,5.8265625000000005,307.74,20,38.4675,67.08,506,70-80
141,84.21052631578947,214.9665,26.8708125,534.0,38,32,6.0,261.43,8.1696875,26143.0,3.005,5.1646875,280.324,18,35.0405,65.3575,275,80-90
142,80.48780487804879,248.8965,31.1120625,1015.0,41,33,8.0,267.71,8.112424242424241,26771.0,2.3087878787878786,5.803636363636364,315.824,20,39.478,66.9275,421,80-90
143,76.19047619047619,235.7215,29.4651875,613.0,42,32,10.0,264.49,8.2653125,26449.0,2.56625,5.6990625,301.844,19,37.7305,66.1225,583,70-80
144,82.92682926829268,245.032,30.629,1407.0,41,34,7.0,254.08,7.472941176470589,25408.0,2.165294117647059,5.307647058823529,308.552,24,38.569,63.52,172,80-90
145,82.85714285714286,251.586,31.44825,597.0,35,29,6.0,264.52,9.121379310344826,26452.0,2.0893103448275863,7.032068965517242,317.716,15,39.7145,66.13,402,80-90
146,91.66666666666666,235.47199999999998,29.433999999999997,1290.0,36,33,3.0,257.92,7.815757575757576,25792.0,2.3624242424242428,5.453333333333334,299.952,18,37.494,64.48,230,90-100
147,82.85714285714286,230.56899999999996,28.821124999999995,499.0,35,29,6.0,266.46,9.188275862068965,26646.0,2.66,6.528275862068965,297.18399999999997,12,37.147999999999996,66.615,339,80-90
148,82.5,235.6185,29.4523125,930.0,40,33,7.0,256.87,7.783939393939394,25687.0,2.4345454545454546,5.3493939393939405,299.836,22,37.4795,64.2175,146,80-90
149,87.17948717948718,236.76050000000004,29.595062500000004,705.0,39,34,5.0,264.03000000000003,7.765588235294119,26403.0,2.5261764705882355,5.239411764705883,302.76800000000003,21,37.846000000000004,66.00750000000001,494,80-90
150,87.87878787878788,220.84,27.605,1055.0,33,29,4.0,257.84000000000003,8.891034482758622,25784.0,3.0203448275862073,5.870689655172414,285.3,23,35.6625,64.46000000000001,349,80-90
151,87.5,251.5365,31.4420625,813.0,40,35,5.0,260.03000000000003,7.429428571428573,26003.0,2.011714285714286,5.417714285714286,316.544,19,39.568,65.00750000000001,308,80-90
152,84.61538461538461,255.1485,31.8935625,598.0,39,33,6.0,258.83,7.843333333333333,25883.0,2.0136363636363637,5.82969696969697,319.856,23,39.982,64.7075,485,80-90
153,86.48648648648648,232.119,29.014875,1301.0,37,32,5.0,253.38,7.918125,25338.0,2.333125,5.585,295.464,17,36.933,63.345,217,80-90
154,88.88888888888889,256.1055,32.0131875,993.0,36,32,4.0,265.37,8.2928125,26537.0,2.0571875,6.235625,322.448,19,40.306,66.3425,334,80-90
155,80.0,258.267,32.283375,536.0,40,32,8.0,263.06,8.220625,26306.0,2.021875,6.19875,324.032,22,40.504,65.765,341,70-80
156,84.21052631578947,224.17749999999998,28.022187499999998,907.0,38,32,6.0,258.65,8.0828125,25865.0,2.5921875,5.4906250000000005,288.84,14,36.105,64.6625,187,80-90
