,P_WOM_U,P_MARKETING_U,P_EXPERIENCE_U,P_SHARE,V_WOM_U,V_MARKETING_U,V_EXPERIENCE_U,V_SHARE
159,0.5154511048555208,0.7834176808521509,0.559799347316593,0.5715,0.5775043816549873,0.7743839911828829,0.6528528924690029,0.62
160,0.5182675390767214,0.7834176808521509,0.56005147025556,0.5815,0.5786839454143067,0.7743839911828829,0.6538744737822004,0.615
161,0.5220352442236292,0.7834176808521509,0.5601372304393051,0.572,0.5834932377296561,0.7743839911828829,0.6625641015575361,0.61
162,0.5247587490302232,0.7834176808521509,0.5606677372751697,0.5565,0.5887622846353457,0.7743839911828829,0.6521593788055903,0.69
163,0.5263614418520306,0.7834176808521509,0.5610100232235222,0.565,0.5911598467364526,0.7743839911828829,0.6529412655657789,0.635
164,0.5274849511485533,0.7834176808521509,0.5612005800105314,0.5885,0.5948937260442839,0.7743839911828829,0.6513131131641484,0.66
165,0.5305905986266533,0.7834176808521509,0.5613771221904402,0.5725,0.5968906482849975,0.7743839911828829,0.6533497297621474,0.645
166,0.5320332776465637,0.7834176808521509,0.5615336500282954,0.562,0.5977852229568725,0.7743839911828829,0.6543577965013452,0.65
167,0.5345782808374379,0.7834176808521509,0.5616816575552435,0.546,0.5996850284593256,0.7743839911828829,0.6416214977142006,0.67
168,0.5365623532485121,0.7834176808521509,0.5615768403307114,0.57,0.6035566856208711,0.7743839911828829,0.6495593958100905,0.545
169,0.5381777147500281,0.7834176808521509,0.5618922330534948,0.5705,0.6024305711128798,0.7743839911828829,0.6484440640062836,0.655
170,0.5403617209229876,0.7834176808521509,0.5621963620861318,0.565,0.6011536062592535,0.7743839911828829,0.6485397653891727,0.65
171,0.5421627725795879,0.7834176808521509,0.5622680436424465,0.5775,0.6026858340373398,0.7743839911828829,0.6515060731845547,0.63
172,0.5436334062445882,0.7834176808521509,0.5619261882000995,0.57,0.6046282148696583,0.7743839911828829,0.6539481944888318,0.62
