,Unnamed: 0,origin,destination,treq,tarr,ttrav,origin_x,origin_y,destination_x,destination_y,success,n_itineraries,duration,walkDistance,transfers,transitTime,waitingTime,modes,dist
3578,3592,46324071,46529327,2020-10-27 17:22:00,1900-01-01 18:02:00,0 days 00:40:00,4.7835457,52.3574034,4.9275453,52.4079469,True,3.0,4192.0,1500.7200977318057,1.0,2636.0,350.0,"[['WALK', 292, 365], ['TRAM', 2340, 9948], ['WALK', 106, 137], ['SUBWAY', 296, 3704], ['WALK', 808, 997]]",15922
3581,3595,46278428,46329099,2020-10-27 17:42:00,1900-01-01 18:01:00,0 days 00:19:00,4.9585426,52.3465101,4.7899469,52.3584132,True,3.0,4311.0,1513.7280902098787,1.0,3028.0,53.0,"[['WALK', 856, 1047], ['TRAM', 1558, 6695], ['WALK', 160, 208], ['TRAM', 1470, 7067], ['WALK', 214, 256]]",17239
3591,3605,46317619,46324210,2020-10-27 17:02:00,1900-01-01 17:38:00,0 days 00:36:00,4.7882952,52.3558727,4.9102859,52.3575679,True,3.0,2640.0,584.4955112764364,1.0,1782.0,399.0,"[['WALK', 118, 144], ['TRAM', 702, 3787], ['WALK', 45, 57], ['SUBWAY', 1080, 11152], ['WALK', 296, 382]]",9565
3594,3608,46357320,46315539,2020-10-27 17:35:00,1900-01-01 18:01:00,0 days 00:26:00,4.83502,52.36521,4.7756993,52.3554276,True,3.0,1456.0,566.1242556309581,1.0,845.0,139.0,"[['WALK', 243, 284], ['SUBWAY', 65, 781], ['WALK', 60, 76], ['TRAM', 780, 4591], ['WALK', 169, 205]]",5835
3602,3616,46320387,46348008,2020-10-27 17:03:00,1900-01-01 17:05:00,0 days 00:02:00,4.8067549,52.3565164,4.7940495,52.3628701,True,3.0,729.0,537.553428565897,0.0,282.0,2.0,"[['WALK', 307, 372], ['BUS', 282, 1651], ['WALK', 138, 165]]",2126
3647,3661,46479266,46444801,2020-10-27 17:45:00,1900-01-01 18:01:00,0 days 00:16:00,4.955925,52.3920157,4.8734233,52.3840452,True,3.0,2912.0,886.9756014927693,1.0,2131.0,47.0,"[['WALK', 108, 127], ['BUS', 863, 6443], ['WALK', 16, 17], ['BUS', 1268, 5803], ['WALK', 610, 741]]",9825
3660,3674,7600730871,46418738,2020-10-27 17:20:00,1900-01-01 18:01:00,0 days 00:41:00,4.8884224,52.4216665,4.8711286,52.37845,True,3.0,2159.0,437.8263007496112,2.0,1586.0,224.0,"[['WALK', 117, 147], ['BUS', 540, 4662], ['WALK', 69, 88], ['BUS', 798, 3627], ['WALK', 51, 65], ['BUS', 248, 1624], ['WALK', 112, 136]]",9935
3662,3676,3315109961,4624053878,2020-10-27 17:47:00,1900-01-01 18:01:00,0 days 00:14:00,4.9409465,52.3991892,4.8674007,52.375824,True,3.0,2135.0,640.7432857138248,2.0,1298.0,347.0,"[['WALK', 73, 92], ['BUS', 282, 1571], ['WALK', 160, 209], ['SUBWAY', 254, 3527], ['WALK', 219, 287], ['BUS', 762, 4481], ['WALK', 38, 50]]",8627
3663,3677,46391814,46283758,2020-10-27 17:36:00,1900-01-01 17:51:00,0 days 00:15:00,4.8096965,52.3726817,4.8461104,52.3480993,True,3.0,1991.0,951.03694735942,1.0,1195.0,31.0,"[['WALK', 273, 328], ['BUS', 773, 4713], ['WALK', 64, 81], ['TRAM', 422, 2543], ['WALK', 428, 540]]",5505
3667,3681,258421545,46304630,2020-10-27 17:57:00,1900-01-01 18:09:00,0 days 00:12:00,4.8683487,52.3821206,4.8105587,52.3530481,True,3.0,2214.0,646.2398571334074,1.0,1591.0,83.0,"[['WALK', 253, 297], ['TRAM', 727, 3160], ['WALK', 89, 114], ['TRAM', 864, 4887], ['WALK', 198, 233]]",7064
3669,3683,5904163812,46357670,2020-10-27 17:04:00,1900-01-01 17:14:00,0 days 00:10:00,4.8646656,52.3832558,4.9053811,52.3653477,True,3.0,1811.0,1084.2485112715967,1.0,676.0,268.0,"[['WALK', 402, 489], ['BUS', 523, 3095], ['WALK', 214, 280], ['SUBWAY', 153, 1357], ['WALK', 251, 314]]",5275
3706,3720,46443109,46292392,2020-10-27 17:31:00,1900-01-01 17:43:00,0 days 00:12:00,4.8675122,52.3836131,4.818679,52.3501895,True,3.0,2362.0,985.8558947285204,0.0,1555.0,2.0,"[['WALK', 218, 258], ['BUS', 1555, 7815], ['WALK', 587, 727]]",7290
3711,3725,46565946,46212032,2020-10-27 17:33:00,1900-01-01 18:01:00,0 days 00:28:00,4.9086004,52.4200973,4.8968763,52.3332183,True,3.0,2841.0,1705.5871578749518,1.0,1317.0,144.0,"[['WALK', 108, 122], ['BUS', 600, 2610], ['WALK', 158, 207], ['SUBWAY', 717, 7733], ['WALK', 1114, 1375]]",12743
3722,3736,46433518,413562329,2020-10-27 17:19:00,1900-01-01 18:10:00,0 days 00:51:00,4.8710841,52.3815305,4.7589916,52.3838134,True,3.0,2245.0,1306.8865939772954,0.0,1200.0,2.0,"[['WALK', 675, 847], ['BUS', 1200, 9186], ['WALK', 368, 459]]",8495
3738,3752,46442239,46394118,2020-10-27 17:14:00,1900-01-01 18:01:00,0 days 00:47:00,4.8790291,52.3834456,4.9121267,52.3734858,True,3.0,1263.0,763.1651278114457,0.0,639.0,2.0,"[['WALK', 233, 286], ['BUS', 639, 3372], ['WALK', 389, 476]]",8834
3744,3758,1274361966,46440472,2020-10-27 17:26:00,1900-01-01 17:29:00,0 days 00:03:00,4.8514913,52.4001495,4.8705292,52.3830201,True,3.0,2064.0,1357.5700751773193,1.0,883.0,89.0,"[['WALK', 1003, 1247], ['BUS', 715, 3065], ['WALK', 51, 65], ['BUS', 168, 1188], ['WALK', 38, 44]]",4025
3759,3773,46306416,46440413,2020-10-27 17:25:00,1900-01-01 18:01:00,0 days 00:36:00,4.9380457,52.3534534,4.8677315,52.3829853,True,3.0,2229.0,1697.8148496050271,1.0,794.0,42.0,"[['WALK', 911, 1114], ['RAIL', 360, 3526], ['WALK', 140, 183], ['BUS', 434, 2638], ['WALK', 342, 399]]",7721
3766,3781,46423248,7393048375,2020-10-27 17:19:00,1900-01-01 17:34:00,0 days 00:15:00,4.871864,52.3794024,4.9080082,52.3996705,True,3.0,1513.0,242.7978270650611,2.0,1182.0,127.0,"[['WALK', 25, 32], ['BUS', 388, 2332], ['BUS', 194, 1232], ['WALK', 11, 11], ['BUS', 600, 5686], ['WALK', 168, 199]]",8152
3771,3786,6659344863,46424528,2020-10-27 17:40:00,1900-01-01 18:01:00,0 days 00:21:00,4.8914595,52.3510841,4.8692157,52.3797205,True,3.0,1639.0,856.4914887154969,0.0,942.0,2.0,"[['WALK', 250, 312], ['TRAM', 942, 3593], ['WALK', 445, 543]]",4282
3787,3802,413562329,46450028,2020-10-27 17:18:00,1900-01-01 18:01:00,0 days 00:43:00,4.7589916,52.3838134,4.8631674,52.3852259,True,3.0,1402.0,276.5390526292863,1.0,1003.0,175.0,"[['WALK', 175, 220], ['BUS', 840, 7997], ['WALK', 6, 5], ['BUS', 163, 1002], ['WALK', 43, 50]]",7074
3799,3814,5002844218,6949114047,2020-10-27 17:36:00,1900-01-01 18:01:00,0 days 00:25:00,4.8367745,52.3479147,4.8911693,52.3605212,True,3.0,1937.0,1323.4817669025545,0.0,850.0,2.0,"[['WALK', 450, 564], ['TRAM', 850, 3746], ['WALK', 635, 758]]",5167
3809,3824,2020614369,46359330,2020-10-27 17:47:00,1900-01-01 17:54:00,0 days 00:07:00,4.8772802,52.3831003,4.8712539,52.365708,True,3.0,700.0,283.9533533788976,0.0,455.0,2.0,"[['WALK', 16, 13], ['TRAM', 455, 2059], ['WALK', 227, 270]]",2322
3825,3841,3473250334,46449162,2020-10-27 17:47:00,1900-01-01 18:01:00,0 days 00:14:00,4.9047486,52.381767,4.8804631,52.3850676,True,3.0,1648.0,1278.2311879562044,1.0,522.0,79.0,"[['WALK', 671, 836], ['FERRY', 300, 301], ['WALK', 163, 213], ['BUS', 222, 1615], ['WALK', 213, 227]]",7710
3827,3843,218118020,3729467347,2020-10-27 17:29:00,1900-01-01 17:53:00,0 days 00:24:00,4.8664261,52.3845574,4.8766868,52.3398382,True,3.0,1963.0,662.3007744293215,1.0,1366.0,58.0,"[['WALK', 255, 311], ['TRAM', 1058, 4353], ['TRAM', 308, 1318], ['WALK', 284, 350]]",5989
3838,3855,1353771788,46435792,2020-10-27 17:47:00,1900-01-01 18:01:00,0 days 00:14:00,4.7795049,52.3520122,4.867389,52.3819372,True,3.0,2818.0,966.6201353349855,1.0,1936.0,127.0,"[['WALK', 207, 258], ['TRAM', 596, 3894], ['WALK', 284, 374], ['BUS', 1340, 6767], ['WALK', 264, 333]]",9007
3840,3857,46419199,46481699,2020-10-27 17:24:00,1900-01-01 17:25:00,0 days 00:01:00,4.8696084,52.378495,4.93033,52.39253,True,3.0,2166.0,1630.416142842393,1.0,704.0,138.0,"[['WALK', 198, 247], ['BUS', 598, 3518], ['WALK', 198, 259], ['SUBWAY', 106, 1845], ['WALK', 928, 1122]]",8016
3860,3877,4625767491,413562329,2020-10-27 17:40:00,1900-01-01 17:50:00,0 days 00:10:00,4.871805,52.3793529,4.7589916,52.3838134,True,3.0,2049.0,1057.2566691659083,0.0,1200.0,2.0,"[['WALK', 479, 597], ['BUS', 1200, 9186], ['WALK', 368, 459]]",8744
3864,3881,46403025,46315033,2020-10-27 17:35:00,1900-01-01 17:50:00,0 days 00:15:00,4.8687819,52.3751046,4.9100716,52.3554281,True,3.0,1724.0,644.0788872033672,0.0,1155.0,2.0,"[['WALK', 335, 367], ['TRAM', 1155, 4667], ['WALK', 232, 276]]",4828
3884,3901,420259800,46446707,2020-10-27 17:38:00,1900-01-01 17:50:00,0 days 00:12:00,4.8031238,52.3537992,4.863204,52.3843503,True,3.0,2246.0,804.689691723622,1.0,1548.0,51.0,"[['WALK', 454, 559], ['BUS', 486, 2677], ['WALK', 89, 114], ['BUS', 1062, 6247], ['WALK', 104, 130]]",6984
3900,3919,1970750969,2020614369,2020-10-27 17:46:00,1900-01-01 18:01:00,0 days 00:15:00,4.9609758,52.383204,4.8772802,52.3831003,True,3.0,3026.0,1353.1723759301574,1.0,1890.0,47.0,"[['WALK', 712, 890], ['BUS', 622, 4711], ['WALK', 16, 17], ['BUS', 1268, 5803], ['WALK', 361, 444]]",9908
3907,3926,6931074857,46438252,2020-10-27 17:52:00,1900-01-01 18:01:00,0 days 00:09:00,4.8484843,52.3516084,4.8756788,52.3825239,True,3.0,1689.0,415.22376691223474,1.0,1321.0,26.0,"[['WALK', 118, 129], ['TRAM', 522, 2297], ['WALK', 123, 160], ['TRAM', 799, 3125], ['WALK', 101, 125]]",5354
3923,3942,46450028,5932445579,2020-10-27 17:25:00,1900-01-01 17:28:00,0 days 00:03:00,4.8631674,52.3852259,4.8763151,52.426209,True,3.0,2707.0,2898.8089999903204,0.0,437.0,2.0,"[['WALK', 1448, 1844], ['BUS', 437, 4657], ['WALK', 820, 1054]]",8496
3930,3949,4377757606,46565946,2020-10-27 17:00:00,1900-01-01 17:53:00,0 days 00:53:00,4.8650089,52.382983,4.9086004,52.4200973,True,3.0,2301.0,992.8583157837844,2.0,1299.0,213.0,"[['WALK', 430, 524], ['BUS', 523, 3095], ['WALK', 198, 259], ['SUBWAY', 296, 3816], ['WALK', 135, 175], ['BUS', 480, 2944], ['WALK', 26, 32]]",9979
3943,3962,46446856,46505488,2020-10-27 17:55:00,1900-01-01 18:11:00,0 days 00:16:00,4.8653015,52.384515,4.9481347,52.4002512,True,3.0,2421.0,1131.6028796927342,2.0,1068.0,466.0,"[['WALK', 139, 177], ['BUS', 600, 3324], ['WALK', 222, 292], ['SUBWAY', 296, 3816], ['WALK', 158, 207], ['BUS', 172, 1159], ['WALK', 368, 454]]",9654
3956,3975,1027385041,3306416557,2020-10-27 17:47:00,1900-01-01 18:01:00,0 days 00:14:00,4.7890426,52.359804,4.871499,52.3852456,True,3.0,2637.0,897.238458640697,1.0,1850.0,70.0,"[['WALK', 373, 463], ['TRAM', 1038, 5444], ['WALK', 109, 141], ['BUS', 812, 3911], ['WALK', 235, 292]]",7975
3961,3980,2020614365,748723141,2020-10-27 17:04:00,1900-01-01 17:40:00,0 days 00:36:00,4.8772117,52.3830495,4.8096797,52.3459551,True,3.0,2261.0,346.25862404886897,1.0,1899.0,41.0,"[['WALK', 6, 5], ['TRAM', 752, 3152], ['WALK', 43, 53], ['TRAM', 1147, 5390], ['WALK', 272, 286]]",8313
3962,3981,2306308288,2768560412,2020-10-27 17:25:00,1900-01-01 17:40:00,0 days 00:15:00,4.8675936,52.3758314,4.9137013,52.4180639,True,3.0,2453.0,1108.187112778886,2.0,1417.0,177.0,"[['WALK', 39, 48], ['BUS', 900, 4785], ['WALK', 198, 259], ['SUBWAY', 296, 3704], ['WALK', 171, 223], ['BUS', 221, 1870], ['WALK', 451, 576]]",10386
3970,3989,5556981775,175661689,2020-10-27 17:31:00,1900-01-01 18:01:00,0 days 00:30:00,4.9338048,52.3586686,4.8685791,52.3747633,True,3.0,2264.0,790.8897368309815,0.0,1594.0,2.0,"[['WALK', 345, 413], ['TRAM', 1594, 6354], ['WALK', 323, 377]]",7198
3972,3991,46449694,46576131,2020-10-27 17:16:00,1900-01-01 17:30:00,0 days 00:14:00,4.8799225,52.3851869,4.8918814,52.4242811,True,3.0,2187.0,829.8824511203835,2.0,1235.0,284.0,"[['WALK', 127, 131], ['BUS', 339, 1887], ['WALK', 205, 268], ['SUBWAY', 296, 3816], ['WALK', 135, 175], ['BUS', 600, 4660], ['WALK', 201, 253]]",8279
3997,4016,46278428,4377757611,2020-10-27 17:43:00,1900-01-01 18:01:00,0 days 00:18:00,4.9585426,52.3465101,4.8648057,52.3829692,True,3.0,2762.0,2055.6731353156256,1.0,1062.0,42.0,"[['WALK', 1187, 1472], ['RAIL', 540, 4965], ['WALK', 140, 183], ['BUS', 522, 3063], ['WALK', 331, 399]]",12419
4005,4024,46449162,46562099,2020-10-27 17:25:00,1900-01-01 17:40:00,0 days 00:15:00,4.8804631,52.3850676,4.9123483,52.4186834,True,3.0,1939.0,1242.942090217946,2.0,890.0,68.0,"[['WALK', 91, 92], ['BUS', 339, 1887], ['WALK', 205, 268], ['SUBWAY', 296, 3704], ['WALK', 171, 223], ['BUS', 255, 1870], ['WALK', 514, 657]]",10842
4018,4037,4742119604,46447092,2020-10-27 17:32:00,1900-01-01 18:01:00,0 days 00:29:00,4.8306415,52.3520903,4.8698721,52.3846033,True,3.0,1858.0,635.2925939772957,0.0,1340.0,2.0,"[['WALK', 408, 495], ['BUS', 1340, 6767], ['WALK', 108, 139]]",6059
4020,4040,46561189,46440472,2020-10-27 17:32:00,1900-01-01 17:43:00,0 days 00:11:00,4.9038688,52.4187367,4.8705292,52.3830201,True,3.0,2191.0,1066.3411654081722,2.0,1082.0,273.0,"[['WALK', 303, 369], ['BUS', 420, 2932], ['WALK', 276, 364], ['SUBWAY', 254, 3414], ['WALK', 219, 287], ['BUS', 408, 2839], ['WALK', 38, 44]]",10728
4031,4051,46424974,46248282,2020-10-27 17:17:00,1900-01-01 17:33:00,0 days 00:16:00,4.8699924,52.379828,4.9527397,52.3402631,True,3.0,3069.0,1502.826195474905,0.0,1839.0,2.0,"[['WALK', 1084, 1324], ['TRAM', 1839, 7587], ['WALK', 144, 178]]",8893
4043,4063,46309912,46433377,2020-10-27 17:59:00,1900-01-01 18:19:00,0 days 00:20:00,4.9202487,52.354298,4.8693492,52.3814837,True,3.0,2318.0,925.6114210488104,0.0,1576.0,2.0,"[['WALK', 459, 581], ['TRAM', 1576, 7008], ['WALK', 281, 344]]",6289
4046,4066,1706367964,46500325,2020-10-27 17:56:00,1900-01-01 18:29:00,0 days 00:33:00,4.8710578,52.3773227,4.9233612,52.3985405,True,3.0,2262.0,1832.910398481417,1.0,655.0,138.0,"[['WALK', 233, 287], ['BUS', 549, 3518], ['WALK', 198, 259], ['SUBWAY', 106, 1845], ['WALK', 1038, 1284]]",7821
4048,4068,46278428,46429133,2020-10-27 17:29:00,1900-01-01 18:01:00,0 days 00:32:00,4.9585426,52.3465101,4.8689353,52.3805508,True,3.0,2879.0,2304.936766892875,1.0,974.0,42.0,"[['WALK', 1187, 1472], ['RAIL', 540, 4965], ['WALK', 140, 183], ['BUS', 434, 2638], ['WALK', 536, 648]]",11954
4094,4115,46341583,7602619093,2020-10-27 17:22:00,1900-01-01 18:01:00,0 days 00:39:00,4.7841651,52.361297,4.8731849,52.3715877,True,3.0,2150.0,377.4306165366224,1.0,1792.0,38.0,"[['WALK', 90, 108], ['BUS', 430, 2253], ['WALK', 41, 50], ['TRAM', 1362, 6226], ['WALK', 189, 217]]",7149
4114,4136,46324391,46442239,2020-10-27 17:24:00,1900-01-01 18:01:00,0 days 00:37:00,4.7798377,52.3574416,4.8790291,52.3834456,True,3.0,2841.0,932.6561428488455,1.0,2009.0,78.0,"[['WALK', 548, 680], ['TRAM', 1500, 7077], ['WALK', 43, 53], ['TRAM', 509, 2130], ['WALK', 163, 198]]",8848
4122,4144,46218379,7027372303,2020-10-27 17:39:00,1900-01-01 18:01:00,0 days 00:22:00,4.9172996,52.3341888,4.8778513,52.3827109,True,3.0,2341.0,1313.5234887058166,1.0,895.0,373.0,"[['WALK', 426, 514], ['SUBWAY', 673, 6036], ['WALK', 214, 280], ['BUS', 222, 1650], ['WALK', 433, 517]]",7964
4140,4162,46496230,46449092,2020-10-27 17:25:00,1900-01-01 18:01:00,0 days 00:36:00,4.9563597,52.3971045,4.8813554,52.3850219,True,3.0,1724.0,925.8262631496584,2.0,772.0,207.0,"[['WALK', 216, 268], ['BUS', 296, 1647], ['WALK', 156, 203], ['SUBWAY', 254, 3414], ['WALK', 225, 296], ['BUS', 222, 1615], ['WALK', 148, 156]]",9070
4152,4174,1341149060,46487956,2020-10-27 17:09:00,1900-01-01 17:34:00,0 days 00:25:00,4.8727876,52.3744942,4.9161184,52.3944571,True,3.0,1956.0,451.49485713824754,2.0,1421.0,162.0,"[['WALK', 72, 71], ['TRAM', 855, 3245], ['WALK', 96, 124], ['SUBWAY', 445, 4798], ['WALK', 37, 45], ['BUS', 121, 736], ['WALK', 168, 208]]",7029
4158,4180,1906771030,46413714,2020-10-27 17:20:00,1900-01-01 18:01:00,0 days 00:41:00,4.8975413,52.4236085,4.8757222,52.377376,True,3.0,2580.0,1445.049774427708,1.0,1320.0,108.0,"[['WALK', 240, 286], ['BUS', 660, 5331], ['WALK', 69, 88], ['BUS', 660, 3415], ['WALK', 843, 1069]]",10956
4165,4187,46515660,46420688,2020-10-27 17:46:00,1900-01-01 18:01:00,0 days 00:15:00,4.942246,52.4035496,4.8754226,52.378775,True,3.0,1869.0,706.4498421008476,2.0,920.0,394.0,"[['WALK', 157, 184], ['BUS', 144, 830], ['WALK', 155, 202], ['SUBWAY', 254, 3527], ['WALK', 219, 287], ['BUS', 522, 3597], ['WALK', 24, 31]]",9118
4168,4190,46328228,3306416836,2020-10-27 17:48:00,1900-01-01 18:01:00,0 days 00:13:00,4.9237804,52.3583461,4.8789596,52.38204,True,3.0,1929.0,412.1186315707956,0.0,1570.0,2.0,"[['WALK', 272, 319], ['TRAM', 1570, 6838], ['WALK', 85, 91]]",5794
4188,4210,2309515987,2004730838,2020-10-27 17:12:00,1900-01-01 17:26:00,0 days 00:14:00,4.8716179,52.3728036,4.7799509,52.3588836,True,3.0,2626.0,1464.819255630958,0.0,1457.0,2.0,"[['WALK', 531, 675], ['TRAM', 1457, 7068], ['WALK', 636, 789]]",7609
4225,4247,46455606,969196812,2020-10-27 17:26:00,1900-01-01 18:01:00,0 days 00:35:00,4.9496426,52.3864268,4.8755218,52.378807,True,3.0,2561.0,945.0105864618228,2.0,1091.0,719.0,"[['WALK', 385, 468], ['BUS', 462, 2909], ['WALK', 115, 149], ['SUBWAY', 107, 1727], ['WALK', 219, 287], ['BUS', 522, 3597], ['WALK', 32, 38]]",9248
4226,4248,2001333168,3306416836,2020-10-27 17:40:00,1900-01-01 18:01:00,0 days 00:21:00,4.8446733,52.3505624,4.8789596,52.38204,True,3.0,1784.0,537.889120294359,1.0,1317.0,26.0,"[['WALK', 233, 285], ['TRAM', 579, 2586], ['WALK', 123, 160], ['TRAM', 738, 2849], ['WALK', 85, 91]]",5397
4229,4251,46304452,2300968887,2020-10-27 17:42:00,1900-01-01 18:01:00,0 days 00:19:00,4.904741,52.3529967,4.8685528,52.3725934,True,3.0,1614.0,904.216240593558,0.0,881.0,2.0,"[['WALK', 347, 434], ['TRAM', 881, 3506], ['WALK', 384, 469]]",4076
4230,4252,46424606,943758460,2020-10-27 17:05:00,1900-01-01 17:39:00,0 days 00:34:00,4.8769311,52.3796899,4.9342969,52.4020069,True,3.0,1939.0,1032.256601492769,1.0,956.0,138.0,"[['WALK', 167, 198], ['BUS', 660, 3856], ['WALK', 198, 259], ['SUBWAY', 296, 3816], ['WALK', 480, 573]]",8330
4240,4262,7026677613,46436071,2020-10-27 17:42:00,1900-01-01 18:01:00,0 days 00:19:00,4.9028563,52.352675,4.8756446,52.3820617,True,3.0,1687.0,490.619278191898,0.0,1287.0,2.0,"[['WALK', 243, 301], ['TRAM', 1287, 5217], ['WALK', 155, 188]]",4795
4248,4270,5726150215,46422772,2020-10-27 17:48:00,1900-01-01 18:01:00,0 days 00:13:00,4.9336008,52.3573314,4.8750916,52.379284,True,3.0,2148.0,658.357511269983,0.0,1602.0,2.0,"[['WALK', 465, 567], ['TRAM', 1602, 6863], ['WALK', 79, 90]]",7536
4276,4298,3306416836,1963461634,2020-10-27 17:28:00,1900-01-01 18:02:00,0 days 00:34:00,4.8789596,52.38204,4.9440661,52.3998901,True,3.0,2650.0,1979.714406003344,1.0,596.0,474.0,"[['WALK', 466, 570], ['BUS', 300, 1924], ['WALK', 222, 292], ['SUBWAY', 296, 3704], ['WALK', 892, 1116]]",8863
4278,4300,46429568,46492610,2020-10-27 17:09:00,1900-01-01 17:34:00,0 days 00:25:00,4.8763884,52.3806338,4.9146875,52.3959471,True,3.0,1585.0,697.1940300699597,2.0,945.0,81.0,"[['WALK', 256, 309], ['BUS', 660, 3856], ['WALK', 198, 259], ['SUBWAY', 106, 1845], ['WALK', 37, 45], ['BUS', 179, 1052], ['WALK', 68, 81]]",7479
4300,4322,46310382,46395874,2020-10-27 17:47:00,1900-01-01 18:01:00,0 days 00:14:00,4.8459773,52.3543256,4.8703682,52.3736015,True,3.0,1619.0,611.7746766878354,1.0,1028.0,107.0,"[['WALK', 322, 407], ['BUS', 513, 2975], ['BUS', 515, 2245], ['WALK', 162, 203]]",4140
4314,4336,46363984,46447745,2020-10-27 17:14:00,1900-01-01 17:18:00,0 days 00:04:00,4.8755694,52.3669051,4.8810666,52.3846972,True,3.0,1063.0,825.3955563773426,0.0,360.0,2.0,"[['WALK', 404, 478], ['TRAM', 360, 1572], ['WALK', 297, 346]]",2352
4343,4365,46281123,46401453,2020-10-27 17:40:00,1900-01-01 18:01:00,0 days 00:21:00,4.9080499,52.3474298,4.8720193,52.3748465,True,3.0,1622.0,340.0054360829837,1.0,1191.0,140.0,"[['WALK', 228, 272], ['TRAM', 617, 2711], ['TRAM', 574, 2097], ['WALK', 63, 67]]",5170
4349,4371,2772719495,46433671,2020-10-27 17:57:00,1900-01-01 18:01:00,0 days 00:04:00,4.8710557,52.3689579,4.8760048,52.3815344,True,3.0,741.0,442.67657142603616,0.0,388.0,2.0,"[['WALK', 145, 190], ['TRAM', 388, 1711], ['WALK', 206, 252]]",1992
4354,4376,46442690,46392048,2020-10-27 17:33:00,1900-01-01 18:01:00,0 days 00:28:00,4.809465,52.3835932,4.8744231,52.3728313,True,3.0,1297.0,771.3609172846205,0.0,660.0,2.0,"[['WALK', 251, 304], ['BUS', 660, 5742], ['WALK', 384, 466]]",5401
4355,4377,46455251,46259653,2020-10-27 17:51:00,1900-01-01 18:15:00,0 days 00:24:00,4.8846109,52.386387,4.8125139,52.3426603,True,3.0,2384.0,508.7175112715965,1.0,1849.0,114.0,"[['WALK', 176, 205], ['BUS', 1549, 7892], ['WALK', 19, 22], ['BUS', 300, 2232], ['WALK', 226, 280]]",8828
4365,4387,46247628,46396067,2020-10-27 17:45:00,1900-01-01 18:01:00,0 days 00:16:00,4.9525413,52.3401356,4.8692422,52.3736002,True,3.0,2568.0,755.5599849513065,0.0,1939.0,2.0,"[['WALK', 171, 219], ['TRAM', 1939, 8037], ['WALK', 456, 536]]",8422
4370,4392,46420380,598943668,2020-10-27 17:25:00,1900-01-01 17:39:00,0 days 00:14:00,4.874462,52.3788176,4.9466266,52.3444873,True,3.0,2613.0,662.7060375838196,1.0,1846.0,200.0,"[['WALK', 343, 404], ['TRAM', 282, 1142], ['TRAM', 1564, 6492], ['WALK', 224, 257]]",8211
4376,4398,3306416836,1853506943,2020-10-27 17:34:00,1900-01-01 17:57:00,0 days 00:23:00,4.8789596,52.38204,4.910553,52.360047,True,3.0,1796.0,478.06830074961135,0.0,1414.0,2.0,"[['WALK', 109, 134], ['TRAM', 1414, 5821], ['WALK', 271, 343]]",4612
4380,4402,46278428,2302860462,2020-10-27 17:43:00,1900-01-01 18:01:00,0 days 00:18:00,4.9585426,52.3465101,4.8720834,52.3737515,True,3.0,2949.0,1398.2420902082652,0.0,1798.0,2.0,"[['WALK', 856, 1047], ['TRAM', 1798, 7333], ['WALK', 293, 350]]",11481
4392,4414,1587126024,297095259,2020-10-27 17:25:00,1900-01-01 17:33:00,0 days 00:08:00,4.8749835,52.3741036,4.8511993,52.3702558,True,3.0,728.0,386.96825563418486,0.0,397.0,2.0,"[['WALK', 280, 333], ['BUS', 397, 1810], ['WALK', 49, 53]]",1916
4395,4417,434441242,46562099,2020-10-27 17:52:00,1900-01-01 18:38:00,0 days 00:46:00,4.8790559,52.3820437,4.9123483,52.4186834,True,3.0,2373.0,1564.192781949635,2.0,786.0,368.0,"[['WALK', 329, 413], ['BUS', 269, 1887], ['WALK', 205, 268], ['SUBWAY', 296, 3704], ['WALK', 171, 223], ['BUS', 221, 1870], ['WALK', 514, 657]]",11096
4396,4418,46402799,46560239,2020-10-27 17:52:00,1900-01-01 18:43:00,0 days 00:51:00,4.8711212,52.3750495,4.9131617,52.4181852,True,3.0,2377.0,1095.4729473642606,2.0,1346.0,177.0,"[['WALK', 32, 31], ['BUS', 829, 4508], ['WALK', 198, 259], ['SUBWAY', 296, 3704], ['WALK', 171, 223], ['BUS', 221, 1870], ['WALK', 453, 580]]",10471
4403,4425,1657457053,434441242,2020-10-27 17:24:00,1900-01-01 18:01:00,0 days 00:37:00,4.79356,52.3524225,4.8790559,52.3820437,True,3.0,2153.0,497.6143082634711,1.0,1628.0,109.0,"[['WALK', 239, 282], ['TRAM', 1053, 5910], ['WALK', 100, 129], ['TRAM', 575, 2291], ['WALK', 77, 85]]",8226
4406,4428,46303627,969196812,2020-10-27 17:38:00,1900-01-01 18:01:00,0 days 00:23:00,4.9184729,52.3528251,4.8755218,52.378807,True,3.0,2044.0,816.3249172894605,0.0,1397.0,2.0,"[['WALK', 622, 791], ['TRAM', 1397, 5640], ['WALK', 23, 24]]",5674
4435,4457,46201103,46420504,2020-10-27 17:46:00,1900-01-01 18:01:00,0 days 00:15:00,4.8998396,52.3305099,4.873844,52.3787851,True,3.0,2856.0,2095.330804489601,1.0,1044.0,125.0,"[['WALK', 1406, 1744], ['SUBWAY', 102, 1354], ['WALK', 151, 197], ['TRAM', 942, 3593], ['WALK', 130, 153]]",7994
