trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
block_284_trip_9_service_1,route_611,service_1,Lesisko,"",1,block_284,shape_3300,
block_284_trip_10_service_1,route_611,service_1,Prądnik Czerwony,"",0,block_284,shape_3299,
block_284_trip_11_service_1,route_611,service_1,Lesisko,"",1,block_284,shape_3300,
block_284_trip_12_service_1,route_611,service_1,Prądnik Czerwony,"",0,block_284,shape_3299,
block_284_trip_13_service_1,route_611,service_1,Lesisko,"",1,block_284,shape_3300,
block_284_trip_14_service_1,route_611,service_1,Prądnik Czerwony,"",0,block_284,shape_3299,
block_284_trip_15_service_1,route_611,service_1,Lesisko,"",1,block_284,shape_3300,
block_284_trip_16_service_1,route_611,service_1,Prądnik Czerwony,"",0,block_284,shape_3299,
block_284_trip_17_service_1,route_611,service_1,Lesisko,"",1,block_284,shape_3300,
block_284_trip_18_service_1,route_611,service_1,Prądnik Czerwony,"",0,block_284,shape_3299,
block_284_trip_19_service_1,route_611,service_1,Lesisko,"",1,block_284,shape_3300,
block_313_trip_2_service_1,route_432,service_1,Mydlniki Wapiennik P+R,"",0,block_313,shape_6054,
block_313_trip_3_service_1,route_432,service_1,Prądnik Czerwony,"",1,block_313,shape_6090,
block_313_trip_4_service_1,route_432,service_1,Mydlniki Wapiennik P+R,"",0,block_313,shape_6054,
block_313_trip_5_service_1,route_432,service_1,Prądnik Czerwony,"",1,block_313,shape_6090,
block_313_trip_8_service_1,route_432,service_1,Mydlniki Wapiennik P+R,"",0,block_313,shape_6054,
block_313_trip_9_service_1,route_432,service_1,Prądnik Czerwony,"",1,block_313,shape_6090,
block_313_trip_10_service_1,route_432,service_1,Mydlniki Wapiennik P+R,"",0,block_313,shape_6054,
block_313_trip_11_service_1,route_432,service_1,Prądnik Czerwony,"",1,block_313,shape_6090,
block_314_trip_2_service_1,route_432,service_1,Mydlniki Wapiennik P+R,"",0,block_314,shape_6054,
block_314_trip_3_service_1,route_432,service_1,Prądnik Czerwony,"",1,block_314,shape_6090,
block_314_trip_4_service_1,route_432,service_1,Mydlniki Wapiennik P+R,"",0,block_314,shape_6054,
block_314_trip_5_service_1,route_432,service_1,Prądnik Czerwony,"",1,block_314,shape_6090,
block_314_trip_6_service_1,route_432,service_1,Mydlniki Wapiennik P+R,"",0,block_314,shape_6054,
block_314_trip_7_service_1,route_432,service_1,Prądnik Czerwony,"",1,block_314,shape_6090,
block_314_trip_8_service_1,route_432,service_1,Mydlniki Wapiennik P+R,"",0,block_314,shape_6054,
block_314_trip_9_service_1,route_432,service_1,Prądnik Czerwony,"",1,block_314,shape_6090,
block_314_trip_10_service_1,route_432,service_1,Mydlniki Wapiennik P+R,"",0,block_314,shape_6054,
block_314_trip_11_service_1,route_432,service_1,Prądnik Czerwony,"",1,block_314,shape_6090,
block_314_trip_12_service_1,route_432,service_1,Mydlniki Wapiennik P+R,"",0,block_314,shape_6054,
block_314_trip_13_service_1,route_432,service_1,Prądnik Czerwony,"",1,block_314,shape_6090,
block_314_trip_14_service_1,route_432,service_1,Mydlniki Wapiennik P+R,"",0,block_314,shape_6054,
block_314_trip_15_service_1,route_432,service_1,Prądnik Czerwony,"",1,block_314,shape_6090,
block_314_trip_16_service_1,route_432,service_1,Mydlniki Wapiennik P+R,"",0,block_314,shape_6054,
block_314_trip_17_service_1,route_432,service_1,Prądnik Czerwony,"",1,block_314,shape_6090,
block_315_trip_2_service_1,route_432,service_1,Mydlniki Wapiennik P+R,"",0,block_315,shape_6054,
block_315_trip_3_service_1,route_432,service_1,Prądnik Czerwony,"",1,block_315,shape_6090,
block_315_trip_4_service_1,route_432,service_1,Mydlniki Wapiennik P+R,"",0,block_315,shape_6054,
block_315_trip_5_service_1,route_432,service_1,Prądnik Czerwony,"",1,block_315,shape_6090,
block_315_trip_6_service_1,route_432,service_1,Mydlniki Wapiennik P+R,"",0,block_315,shape_6054,
block_315_trip_7_service_1,route_432,service_1,Prądnik Czerwony,"",1,block_315,shape_6090,
block_315_trip_8_service_1,route_432,service_1,Mydlniki Wapiennik P+R,"",0,block_315,shape_6054,
block_315_trip_9_service_1,route_432,service_1,Prądnik Czerwony,"",1,block_315,shape_6090,
block_315_trip_10_service_1,route_432,service_1,Mydlniki Wapiennik P+R,"",0,block_315,shape_6054,
block_315_trip_11_service_1,route_432,service_1,Prądnik Czerwony,"",1,block_315,shape_6090,
block_315_trip_12_service_1,route_432,service_1,Mydlniki Wapiennik P+R,"",0,block_315,shape_6054,
block_315_trip_13_service_1,route_432,service_1,Prądnik Czerwony,"",1,block_315,shape_6090,
block_315_trip_14_service_1,route_432,service_1,Mydlniki Wapiennik P+R,"",0,block_315,shape_6054,
block_315_trip_15_service_1,route_432,service_1,Prądnik Czerwony,"",1,block_315,shape_6090,
block_315_trip_16_service_1,route_432,service_1,Mydlniki Wapiennik P+R,"",0,block_315,shape_6054,
block_315_trip_17_service_1,route_432,service_1,Prądnik Czerwony,"",1,block_315,shape_6090,
block_316_trip_2_service_1,route_432,service_1,Prądnik Czerwony,"",1,block_316,shape_6090,
block_316_trip_3_service_1,route_432,service_1,Mydlniki Wapiennik P+R,"",0,block_316,shape_6054,
block_316_trip_4_service_1,route_432,service_1,Prądnik Czerwony,"",1,block_316,shape_6090,
block_316_trip_5_service_1,route_432,service_1,Mydlniki Wapiennik P+R,"",0,block_316,shape_6054,
block_316_trip_6_service_1,route_432,service_1,Prądnik Czerwony,"",1,block_316,shape_6090,
block_316_trip_7_service_1,route_432,service_1,Mydlniki Wapiennik P+R,"",0,block_316,shape_6054,
block_316_trip_8_service_1,route_432,service_1,Prądnik Czerwony,"",1,block_316,shape_6090,
block_316_trip_9_service_1,route_432,service_1,Mydlniki Wapiennik P+R,"",0,block_316,shape_6054,
block_316_trip_10_service_1,route_432,service_1,Prądnik Czerwony,"",1,block_316,shape_6090,
block_316_trip_11_service_1,route_432,service_1,Mydlniki Wapiennik P+R,"",0,block_316,shape_6054,
block_316_trip_12_service_1,route_432,service_1,Prądnik Czerwony,"",1,block_316,shape_6090,
block_316_trip_13_service_1,route_432,service_1,Mydlniki Wapiennik P+R,"",0,block_316,shape_6054,
block_316_trip_14_service_1,route_432,service_1,Prądnik Czerwony,"",1,block_316,shape_6090,
block_316_trip_15_service_1,route_432,service_1,Mydlniki Wapiennik P+R,"",0,block_316,shape_6054,
block_316_trip_16_service_1,route_432,service_1,Prądnik Czerwony,"",1,block_316,shape_6090,
block_316_trip_17_service_1,route_432,service_1,Mydlniki Wapiennik P+R,"",0,block_316,shape_6054,
block_316_trip_18_service_1,route_432,service_1,Prądnik Czerwony,"",1,block_316,shape_6090,
block_333_trip_2_service_1,route_7,service_1,Soboniowice,"",1,block_333,shape_2834,
block_333_trip_3_service_1,route_7,service_1,Zajezdnia Wola Duchacka,"",0,block_333,shape_2833,
block_333_trip_4_service_1,route_7,service_1,Soboniowice,"",1,block_333,shape_2834,
block_333_trip_5_service_1,route_7,service_1,Zajezdnia Wola Duchacka,"",0,block_333,shape_2833,
block_333_trip_8_service_1,route_72,service_1,Krzęcin Pętla,"",0,block_333,shape_3411,
block_333_trip_9_service_1,route_72,service_1,Czerwone Maki P+R,"",1,block_333,shape_3412,
block_333_trip_10_service_1,route_72,service_1,Krzęcin Pętla,"",0,block_333,shape_3411,
block_333_trip_11_service_1,route_72,service_1,Czerwone Maki P+R,"",1,block_333,shape_3412,
block_333_trip_12_service_1,route_72,service_1,Krzęcin Pętla,"",0,block_333,shape_3411,
block_333_trip_13_service_1,route_72,service_1,Czerwone Maki P+R,"",1,block_333,shape_3412,
block_333_trip_14_service_1,route_72,service_1,Krzęcin Pętla,"",0,block_333,shape_3411,
block_333_trip_15_service_1,route_72,service_1,Skawina,"",1,block_333,shape_5642,
block_333_trip_16_service_1,route_72,service_1,Krzęcin Pętla,"",0,block_333,shape_3415,
block_333_trip_17_service_1,route_72,service_1,Czerwone Maki P+R,"",1,block_333,shape_3412,
block_333_trip_18_service_1,route_72,service_1,Krzęcin Pętla,"",0,block_333,shape_3411,
block_333_trip_19_service_1,route_72,service_1,Czerwone Maki P+R,"",1,block_333,shape_3412,
block_334_trip_2_service_1,route_73,service_1,Podstolice Centrum,"",0,block_334,shape_3419,
block_334_trip_3_service_1,route_73,service_1,Borek Fałęcki,"",1,block_334,shape_3420,
block_334_trip_4_service_1,route_73,service_1,Podstolice Centrum,"",0,block_334,shape_3419,
block_334_trip_5_service_1,route_73,service_1,Borek Fałęcki,"",1,block_334,shape_3420,
block_334_trip_6_service_1,route_73,service_1,Grabówki Pętla,"",0,block_334,shape_4672,
block_334_trip_7_service_1,route_73,service_1,Borek Fałęcki,"",1,block_334,shape_4673,
block_334_trip_8_service_1,route_73,service_1,Podstolice Centrum,"",0,block_334,shape_3419,
block_334_trip_9_service_1,route_73,service_1,Borek Fałęcki,"",1,block_334,shape_3420,
block_334_trip_10_service_1,route_73,service_1,Grabówki Pętla,"",0,block_334,shape_4672,
block_334_trip_11_service_1,route_73,service_1,Borek Fałęcki,"",1,block_334,shape_4673,
block_334_trip_12_service_1,route_73,service_1,Podstolice Centrum,"",0,block_334,shape_3419,
block_334_trip_13_service_1,route_73,service_1,Borek Fałęcki,"",1,block_334,shape_3420,
block_334_trip_14_service_1,route_73,service_1,Grabówki Pętla,"",0,block_334,shape_4672,
block_334_trip_15_service_1,route_73,service_1,Borek Fałęcki,"",1,block_334,shape_4673,
block_334_trip_16_service_1,route_73,service_1,Podstolice Centrum,"",0,block_334,shape_3419,
block_334_trip_17_service_1,route_73,service_1,Borek Fałęcki,"",1,block_334,shape_3420,
block_334_trip_18_service_1,route_73,service_1,Grabówki Pętla,"",0,block_334,shape_4672,
block_334_trip_19_service_1,route_73,service_1,Borek Fałęcki,"",1,block_334,shape_4673,
block_334_trip_20_service_1,route_73,service_1,Podstolice Centrum,"",0,block_334,shape_3419,
block_334_trip_21_service_1,route_73,service_1,Borek Fałęcki,"",1,block_334,shape_3420,
block_335_trip_2_service_1,route_73,service_1,Podstolice Centrum,"",0,block_335,shape_3419,
block_335_trip_3_service_1,route_73,service_1,Borek Fałęcki,"",1,block_335,shape_3420,
block_335_trip_4_service_1,route_73,service_1,Grabówki Pętla,"",0,block_335,shape_4672,
block_335_trip_5_service_1,route_73,service_1,Borek Fałęcki,"",1,block_335,shape_4673,
block_335_trip_6_service_1,route_73,service_1,Podstolice Centrum,"",0,block_335,shape_3419,
block_335_trip_7_service_1,route_73,service_1,Borek Fałęcki,"",1,block_335,shape_3420,
block_335_trip_8_service_1,route_73,service_1,Grabówki Pętla,"",0,block_335,shape_4672,
block_335_trip_9_service_1,route_73,service_1,Borek Fałęcki,"",1,block_335,shape_4673,
block_335_trip_10_service_1,route_73,service_1,Podstolice Centrum,"",0,block_335,shape_3419,
block_335_trip_11_service_1,route_73,service_1,Borek Fałęcki,"",1,block_335,shape_3420,
block_335_trip_12_service_1,route_73,service_1,Grabówki Pętla,"",0,block_335,shape_4672,
block_335_trip_13_service_1,route_73,service_1,Borek Fałęcki,"",1,block_335,shape_4673,
block_335_trip_14_service_1,route_73,service_1,Podstolice Centrum,"",0,block_335,shape_3419,
block_335_trip_15_service_1,route_73,service_1,Borek Fałęcki,"",1,block_335,shape_3420,
block_335_trip_16_service_1,route_73,service_1,Grabówki Pętla,"",0,block_335,shape_4672,
block_335_trip_17_service_1,route_73,service_1,Borek Fałęcki,"",1,block_335,shape_4673,
block_335_trip_18_service_1,route_73,service_1,Podstolice Centrum,"",0,block_335,shape_3419,
block_335_trip_19_service_1,route_73,service_1,Borek Fałęcki,"",1,block_335,shape_3420,
block_335_trip_20_service_1,route_73,service_1,Grabówki Pętla,"",0,block_335,shape_4672,
block_335_trip_21_service_1,route_73,service_1,Borek Fałęcki,"",1,block_335,shape_4673,
block_335_trip_22_service_1,route_73,service_1,Grabówki Pętla,"",0,block_335,shape_4672,
block_335_trip_23_service_1,route_73,service_1,Borek Fałęcki,"",1,block_335,shape_4673,
block_335_trip_24_service_1,route_73,service_1,Grabówki Pętla,"",0,block_335,shape_4672,
block_335_trip_25_service_1,route_73,service_1,Borek Fałęcki,"",1,block_335,shape_4673,
block_335_trip_26_service_1,route_73,service_1,Podstolice Centrum,"",0,block_335,shape_3419,
block_335_trip_27_service_1,route_73,service_1,Borek Fałęcki,"",1,block_335,shape_3420,
block_336_trip_2_service_1,route_73,service_1,Grabówki Pętla,"",0,block_336,shape_4672,
block_336_trip_3_service_1,route_73,service_1,Borek Fałęcki,"",1,block_336,shape_4673,
block_336_trip_4_service_1,route_73,service_1,Podstolice Centrum,"",0,block_336,shape_3419,
block_336_trip_5_service_1,route_73,service_1,Borek Fałęcki,"",1,block_336,shape_3420,
block_336_trip_6_service_1,route_73,service_1,Grabówki Pętla,"",0,block_336,shape_4672,
block_336_trip_7_service_1,route_73,service_1,Borek Fałęcki,"",1,block_336,shape_4673,
block_336_trip_8_service_1,route_73,service_1,Podstolice Centrum,"",0,block_336,shape_3419,
block_336_trip_9_service_1,route_73,service_1,Borek Fałęcki,"",1,block_336,shape_3420,
block_336_trip_10_service_1,route_73,service_1,Grabówki Pętla,"",0,block_336,shape_4672,
block_336_trip_11_service_1,route_73,service_1,Borek Fałęcki,"",1,block_336,shape_4673,
block_336_trip_12_service_1,route_73,service_1,Podstolice Centrum,"",0,block_336,shape_3419,
block_336_trip_13_service_1,route_73,service_1,Borek Fałęcki,"",1,block_336,shape_3420,
block_336_trip_14_service_1,route_73,service_1,Grabówki Pętla,"",0,block_336,shape_4672,
block_336_trip_15_service_1,route_73,service_1,Borek Fałęcki,"",1,block_336,shape_4673,
block_336_trip_16_service_1,route_73,service_1,Podstolice Centrum,"",0,block_336,shape_3419,
block_336_trip_17_service_1,route_73,service_1,Borek Fałęcki,"",1,block_336,shape_3420,
block_336_trip_18_service_1,route_73,service_1,Grabówki Pętla,"",0,block_336,shape_4672,
block_336_trip_19_service_1,route_73,service_1,Borek Fałęcki,"",1,block_336,shape_4673,
block_336_trip_20_service_1,route_73,service_1,Podstolice Centrum,"",0,block_336,shape_3419,
block_336_trip_21_service_1,route_73,service_1,Borek Fałęcki,"",1,block_336,shape_3420,
block_336_trip_22_service_1,route_73,service_1,Podstolice Centrum,"",0,block_336,shape_3419,
block_336_trip_23_service_1,route_73,service_1,Borek Fałęcki,"",1,block_336,shape_3420,
block_336_trip_24_service_1,route_73,service_1,Podstolice Centrum,"",0,block_336,shape_3419,
block_336_trip_25_service_1,route_73,service_1,Borek Fałęcki,"",1,block_336,shape_3420,
block_336_trip_26_service_1,route_73,service_1,Grabówki Pętla,"",0,block_336,shape_4672,
block_336_trip_27_service_1,route_73,service_1,Borek Fałęcki,"",1,block_336,shape_4673,
block_345_trip_2_service_1,route_77,service_1,Giebułtów Morgi,"",0,block_345,shape_3451,
block_345_trip_3_service_1,route_77,service_1,Krowodrza Górka P+R,"",1,block_345,shape_3452,
block_345_trip_4_service_1,route_77,service_1,Giebułtów Morgi,"",0,block_345,shape_3451,
block_345_trip_5_service_1,route_77,service_1,Krowodrza Górka P+R,"",1,block_345,shape_3452,
block_345_trip_6_service_1,route_77,service_1,Giebułtów Morgi,"",0,block_345,shape_3451,
block_345_trip_7_service_1,route_77,service_1,Krowodrza Górka P+R,"",1,block_345,shape_3452,
block_345_trip_10_service_1,route_77,service_1,Giebułtów Morgi,"",0,block_345,shape_3451,
block_345_trip_11_service_1,route_77,service_1,Krowodrza Górka P+R,"",1,block_345,shape_3452,
block_345_trip_12_service_1,route_77,service_1,Giebułtów Morgi,"",0,block_345,shape_3451,
block_345_trip_13_service_1,route_77,service_1,Krowodrza Górka P+R,"",1,block_345,shape_3452,
block_345_trip_14_service_1,route_77,service_1,Giebułtów Morgi,"",0,block_345,shape_3451,
block_345_trip_15_service_1,route_77,service_1,Krowodrza Górka P+R,"",1,block_345,shape_3452,
block_345_trip_16_service_1,route_77,service_1,Giebułtów Morgi,"",0,block_345,shape_3451,
block_345_trip_17_service_1,route_77,service_1,Krowodrza Górka P+R,"",1,block_345,shape_3452,
block_346_trip_2_service_1,route_78,service_1,Niepołomice Dworzec,"",1,block_346,shape_3464,
block_346_trip_3_service_1,route_78,service_1,Mały Płaszów P+R,"",0,block_346,shape_3463,
block_346_trip_4_service_1,route_78,service_1,Niepołomice Dworzec,"",1,block_346,shape_3464,
block_346_trip_5_service_1,route_78,service_1,Mały Płaszów P+R,"",0,block_346,shape_3463,
block_346_trip_6_service_1,route_78,service_1,Niepołomice Dworzec,"",1,block_346,shape_3464,
block_346_trip_7_service_1,route_78,service_1,Mały Płaszów P+R,"",0,block_346,shape_3463,
block_346_trip_8_service_1,route_78,service_1,Niepołomice Dworzec,"",1,block_346,shape_3464,
block_346_trip_9_service_1,route_78,service_1,Mały Płaszów P+R,"",0,block_346,shape_3463,
block_346_trip_10_service_1,route_78,service_1,Niepołomice Dworzec,"",1,block_346,shape_3464,
block_346_trip_11_service_1,route_78,service_1,Mały Płaszów P+R,"",0,block_346,shape_3463,
block_346_trip_12_service_1,route_78,service_1,Niepołomice Dworzec,"",1,block_346,shape_3464,
block_346_trip_13_service_1,route_78,service_1,Mały Płaszów P+R,"",0,block_346,shape_3463,
block_346_trip_14_service_1,route_78,service_1,Niepołomice Dworzec,"",1,block_346,shape_3464,
block_346_trip_15_service_1,route_78,service_1,Mały Płaszów P+R,"",0,block_346,shape_3463,
block_346_trip_16_service_1,route_78,service_1,Niepołomice Dworzec,"",1,block_346,shape_3464,
block_346_trip_17_service_1,route_78,service_1,Mały Płaszów P+R,"",0,block_346,shape_3463,
block_346_trip_18_service_1,route_78,service_1,Niepołomice Dworzec,"",1,block_346,shape_3464,
block_346_trip_19_service_1,route_78,service_1,Mały Płaszów P+R,"",0,block_346,shape_3463,
block_346_trip_20_service_1,route_78,service_1,Niepołomice Dworzec,"",1,block_346,shape_3464,
block_346_trip_21_service_1,route_78,service_1,Mały Płaszów P+R,"",0,block_346,shape_3463,
block_347_trip_2_service_1,route_78,service_1,Mały Płaszów P+R,"",0,block_347,shape_3467,
block_347_trip_3_service_1,route_78,service_1,Niepołomice Dworzec,"",1,block_347,shape_3464,
block_347_trip_4_service_1,route_78,service_1,Mały Płaszów P+R,"",0,block_347,shape_3463,
block_347_trip_5_service_1,route_78,service_1,Niepołomice Dworzec,"",1,block_347,shape_3464,
block_347_trip_6_service_1,route_78,service_1,Mały Płaszów P+R,"",0,block_347,shape_3463,
block_347_trip_9_service_1,route_78,service_1,Niepołomice Dworzec,"",1,block_347,shape_3464,
block_347_trip_10_service_1,route_78,service_1,Mały Płaszów P+R,"",0,block_347,shape_3463,
block_347_trip_11_service_1,route_78,service_1,Niepołomice Dworzec,"",1,block_347,shape_3464,
block_347_trip_12_service_1,route_78,service_1,Mały Płaszów P+R,"",0,block_347,shape_3463,
block_348_trip_2_service_1,route_79,service_1,Słomniki Osiedle,"",1,block_348,shape_3470,
block_348_trip_3_service_1,route_79,service_1,Czyżyny Dworzec,"",0,block_348,shape_3469,
block_348_trip_4_service_1,route_79,service_1,Słomniki Osiedle,"",1,block_348,shape_3470,
block_348_trip_5_service_1,route_79,service_1,Czyżyny Dworzec,"",0,block_348,shape_3469,
block_348_trip_8_service_1,route_79,service_1,Słomniki Osiedle,"",1,block_348,shape_3470,
block_348_trip_9_service_1,route_79,service_1,Czyżyny Dworzec,"",0,block_348,shape_3469,
block_348_trip_10_service_1,route_79,service_1,Słomniki Osiedle,"",1,block_348,shape_3470,
block_348_trip_11_service_1,route_79,service_1,Czyżyny Dworzec,"",0,block_348,shape_3469,
block_348_trip_12_service_1,route_79,service_1,Słomniki Osiedle,"",1,block_348,shape_3470,
block_348_trip_13_service_1,route_79,service_1,Czyżyny Dworzec,"",0,block_348,shape_3469,
block_348_trip_14_service_1,route_71,service_1,Czulice Kościół,"",1,block_348,shape_3400,
block_348_trip_15_service_1,route_71,service_1,Czyżyny Dworzec,"",0,block_348,shape_3399,
block_361_trip_2_service_1,route_85,service_1,Kamień Szkoła,"",0,block_361,shape_3516,
block_361_trip_3_service_1,route_85,service_1,Os. Podwawelskie,"",1,block_361,shape_3524,
block_361_trip_4_service_1,route_85,service_1,Kamień Szkoła,"",0,block_361,shape_3521,
block_361_trip_5_service_1,route_85,service_1,Os. Podwawelskie,"",1,block_361,shape_3524,
block_361_trip_8_service_1,route_85,service_1,Kamień Szkoła,"",0,block_361,shape_3523,
block_361_trip_9_service_1,route_85,service_1,Os. Podwawelskie,"",1,block_361,shape_3524,
block_361_trip_10_service_1,route_92,service_1,Jeziorzany Pętla,"",0,block_361,shape_3588,
block_361_trip_11_service_1,route_92,service_1,Os. Podwawelskie,"",1,block_361,shape_5702,
block_362_trip_2_service_1,route_100,service_1,Czułówek Kapliczka,"",0,block_362,shape_3668,
block_362_trip_3_service_1,route_113,service_1,Os. Podwawelskie,"",1,block_362,shape_3771,
block_362_trip_4_service_1,route_113,service_1,Rybna Dolna,"",0,block_362,shape_3774,
block_362_trip_5_service_1,route_113,service_1,Os. Podwawelskie,"",1,block_362,shape_6317,
block_362_trip_6_service_1,route_85,service_1,Kamień Szkoła,"",0,block_362,shape_3523,
block_362_trip_7_service_1,route_85,service_1,Os. Podwawelskie,"",1,block_362,shape_3524,
block_362_trip_12_service_1,route_85,service_1,Kamień Szkoła,"",0,block_362,shape_3523,
block_362_trip_13_service_1,route_85,service_1,Os. Podwawelskie,"",1,block_362,shape_3524,
block_362_trip_14_service_1,route_92,service_1,Wołowice Kapliczka,"",0,block_362,shape_3585,
block_362_trip_15_service_1,route_92,service_1,Os. Podwawelskie,"",1,block_362,shape_5699,
block_362_trip_16_service_1,route_85,service_1,Kamień Szkoła,"",0,block_362,shape_3523,
block_362_trip_17_service_1,route_85,service_1,Rondo Grunwaldzkie,"",1,block_362,shape_5678,
block_363_trip_2_service_1,route_92,service_1,Wołowice Kapliczka,"",0,block_363,shape_3585,
block_363_trip_3_service_1,route_92,service_1,Os. Podwawelskie,"",1,block_363,shape_5699,
block_363_trip_4_service_1,route_85,service_1,Kamień Szkoła,"",0,block_363,shape_3523,
block_363_trip_5_service_1,route_85,service_1,Os. Podwawelskie,"",1,block_363,shape_3524,
block_363_trip_10_service_1,route_85,service_1,Kamień Szkoła,"",0,block_363,shape_3523,
block_363_trip_11_service_1,route_85,service_1,Os. Podwawelskie,"",1,block_363,shape_3524,
block_363_trip_12_service_1,route_113,service_1,Rybna Dolna,"",0,block_363,shape_3774,
block_363_trip_13_service_1,route_113,service_1,Os. Podwawelskie,"",1,block_363,shape_6317,
block_364_trip_2_service_1,route_85,service_1,Kamień Szkoła,"",0,block_364,shape_3523,
block_364_trip_3_service_1,route_85,service_1,Os. Podwawelskie,"",1,block_364,shape_3524,
block_364_trip_4_service_1,route_113,service_1,Rybna Dolna,"",0,block_364,shape_3774,
block_364_trip_5_service_1,route_113,service_1,Os. Podwawelskie,"",1,block_364,shape_6317,
block_364_trip_6_service_1,route_92,service_1,Wołowice Kapliczka,"",0,block_364,shape_3585,
block_364_trip_7_service_1,route_92,service_1,Os. Podwawelskie,"",1,block_364,shape_5699,
block_364_trip_8_service_1,route_85,service_1,Kamień Szkoła,"",0,block_364,shape_3523,
block_364_trip_9_service_1,route_85,service_1,Os. Podwawelskie,"",1,block_364,shape_3524,
block_364_trip_10_service_1,route_107,service_1,Czernichów Rynek,"",0,block_364,shape_6106,
block_364_trip_11_service_1,route_107,service_1,Os. Podwawelskie,"",1,block_364,shape_6205,
block_364_trip_12_service_1,route_85,service_1,Kamień Szkoła,"",0,block_364,shape_3523,
block_364_trip_13_service_1,route_85,service_1,Os. Podwawelskie,"",1,block_364,shape_3524,
block_364_trip_14_service_1,route_68,service_1,Mników Skały,"",0,block_364,shape_3382,
block_364_trip_15_service_1,route_68,service_1,Os. Podwawelskie,"",1,block_364,shape_3383,
block_364_trip_16_service_1,route_85,service_1,Kamień Szkoła,"",0,block_364,shape_3523,
block_364_trip_17_service_1,route_85,service_1,Os. Podwawelskie,"",1,block_364,shape_3524,
block_397_trip_2_service_1,route_100,service_1,Czernichów Rynek,"",0,block_397,shape_3676,
block_397_trip_3_service_1,route_100,service_1,Os. Podwawelskie,"",1,block_397,shape_3664,
block_397_trip_4_service_1,route_92,service_1,Wołowice Kapliczka,"",0,block_397,shape_3589,
block_397_trip_5_service_1,route_92,service_1,Os. Podwawelskie,"",1,block_397,shape_5703,
block_397_trip_6_service_1,route_113,service_1,Czułów Szkoła,"",0,block_397,shape_3781,
block_397_trip_7_service_1,route_113,service_1,Os. Podwawelskie,"",1,block_397,shape_6314,
block_397_trip_12_service_1,route_113,service_1,Czułówek Kapliczka,"",0,block_397,shape_3770,
block_397_trip_13_service_1,route_113,service_1,Os. Podwawelskie,"",1,block_397,shape_3771,
block_397_trip_14_service_1,route_100,service_1,Nowa Wieś Szlachecka Pętla,"",0,block_397,shape_3667,
block_397_trip_15_service_1,route_100,service_1,Os. Podwawelskie,"",1,block_397,shape_6299,
block_397_trip_16_service_1,route_100,service_1,Czernichów Rynek,"",0,block_397,shape_3663,
block_397_trip_17_service_1,route_100,service_1,Os. Podwawelskie,"",1,block_397,shape_3664,
block_397_trip_18_service_1,route_68,service_1,Morawica Centrum,"",0,block_397,shape_6116,
block_397_trip_19_service_1,route_68,service_1,Os. Podwawelskie,"",1,block_397,shape_6282,
block_398_trip_2_service_1,route_85,service_1,Kamień Szkoła,"",0,block_398,shape_3523,
block_398_trip_3_service_1,route_85,service_1,Os. Podwawelskie,"",1,block_398,shape_3524,
block_398_trip_4_service_1,route_100,service_1,Czernichów Rynek,"",0,block_398,shape_3663,
block_398_trip_5_service_1,route_100,service_1,Os. Podwawelskie,"",1,block_398,shape_3664,
block_398_trip_6_service_1,route_100,service_1,Czernichów Rynek,"",0,block_398,shape_3663,
block_398_trip_7_service_1,route_100,service_1,Os. Podwawelskie,"",1,block_398,shape_3664,
block_398_trip_8_service_1,route_113,service_1,Czułówek Kapliczka,"",0,block_398,shape_3770,
block_398_trip_9_service_1,route_113,service_1,Os. Podwawelskie,"",1,block_398,shape_3771,
block_398_trip_10_service_1,route_100,service_1,Czernichów Rynek,"",0,block_398,shape_3663,
block_398_trip_11_service_1,route_100,service_1,Os. Podwawelskie,"",1,block_398,shape_3664,
block_398_trip_12_service_1,route_92,service_1,Wołowice Kapliczka,"",0,block_398,shape_3585,
block_398_trip_13_service_1,route_92,service_1,Os. Podwawelskie,"",1,block_398,shape_5699,
block_399_trip_2_service_1,route_100,service_1,Czernichów Rynek,"",0,block_399,shape_3663,
block_399_trip_3_service_1,route_100,service_1,Os. Podwawelskie,"",1,block_399,shape_3664,
block_399_trip_4_service_1,route_92,service_1,Jeziorzany Pętla,"",0,block_399,shape_3588,
block_399_trip_5_service_1,route_92,service_1,Os. Podwawelskie,"",1,block_399,shape_5702,
block_399_trip_10_service_1,route_100,service_1,Czernichów Rynek,"",0,block_399,shape_3663,
block_399_trip_11_service_1,route_100,service_1,Os. Podwawelskie,"",1,block_399,shape_3664,
block_399_trip_12_service_1,route_85,service_1,Kamień Szkoła,"",0,block_399,shape_3523,
block_399_trip_13_service_1,route_85,service_1,Os. Podwawelskie,"",1,block_399,shape_3524,
block_399_trip_14_service_1,route_100,service_1,Czernichów Rynek,"",0,block_399,shape_3663,
block_399_trip_15_service_1,route_100,service_1,Os. Podwawelskie,"",1,block_399,shape_3664,
block_399_trip_16_service_1,route_100,service_1,Czernichów Rynek,"",0,block_399,shape_3663,
block_399_trip_17_service_1,route_100,service_1,Rondo Grunwaldzkie,"",1,block_399,shape_3670,
block_400_trip_2_service_1,route_107,service_1,Czernichów Rynek,"",0,block_400,shape_3725,
block_400_trip_3_service_1,route_107,service_1,Os. Podwawelskie,"",1,block_400,shape_6205,
